subset,class,spec,role,key_level,parses,runs,characters,avg_dps,median_dps,p90_dps,avg_deaths,deathless_pct,avg_item_level,gear_known,pct_no_set,pct_2set,pct_4set,avg_player_rating
all,Warrior,Protection,Tank,10,1895,1895,747,127886,127154,159689,0.16,87.2,299.0,63,41.3,12.7,46.0,2816.0
all,Warrior,Protection,Tank,11,1229,1229,730,119581,119231,151800,0.42,76.2,297.4,28,67.9,7.1,25.0,2915.0
all,Warrior,Protection,Tank,12,721,721,416,117983,116085,148175,0.34,79.6,300.8,15,33.3,26.7,40.0,3051.0
all,Warrior,Protection,Tank,13,437,437,230,118009,117475,144051,0.2,84.4,303.6,20,55.0,30.0,15.0,3078.0
all,Warrior,Protection,Tank,14,247,247,114,123462,125964,149518,0.27,79.4,305.2,27,74.1,11.1,14.8,3134.0
all,Warrior,Protection,Tank,15,81,81,34,133600,133090,160159,0.14,87.7,306.2,7,85.7,14.3,0.0,3359.0
all,Warrior,Protection,Tank,16,37,37,10,150579,155690,172312,0.27,83.8,307.6,4,50.0,0.0,50.0,3449.0
all,Warrior,Protection,Tank,17,4,4,1,150504,152740,159375,0.0,100.0,310.5,0,,,,3449.0
all,Warrior,Protection,Tank,18,1,1,1,124462,124462,124462,0.0,100.0,312.0,0,,,,3449.0
timed,DeathKnight,Blood,Tank,2,1729,1729,1564,72464,70738,98581,0.04,96.1,292.4,142,66.9,27.5,5.6,3006.0
timed,DeathKnight,Blood,Tank,3,319,319,311,70341,69173,93681,0.07,93.1,291.6,5,80.0,20.0,0.0,3093.0
timed,DeathKnight,Blood,Tank,4,732,732,705,75457,74198,99154,0.03,97.4,292.3,40,85.0,15.0,0.0,3090.0
timed,DeathKnight,Blood,Tank,5,1499,1499,1384,84306,82599,112390,0.05,95.7,294.0,92,63.0,34.8,2.2,2905.0
timed,DeathKnight,Blood,Tank,6,990,988,883,86817,84805,114212,0.03,97.7,294.2,49,75.5,22.4,2.0,2904.0
timed,DeathKnight,Blood,Tank,7,721,721,683,102013,98716,135483,0.05,95.6,296.5,34,47.1,47.1,5.9,2951.0
timed,DeathKnight,Blood,Tank,8,715,715,680,113007,112306,143742,0.04,95.7,297.6,35,45.7,48.6,5.7,2949.0
timed,DeathKnight,Blood,Tank,9,998,998,910,114300,112110,147925,0.05,95.3,298.9,32,43.8,40.6,15.6,2899.0
timed,DeathKnight,Blood,Tank,10,7095,7095,2865,123213,122287,157337,0.07,94.0,301.1,281,53.7,14.2,32.0,2851.0
timed,DeathKnight,Blood,Tank,11,6348,6348,3615,119529,117796,154749,0.14,89.1,300.3,156,39.7,31.4,28.8,2945.0
timed,DeathKnight,Blood,Tank,12,6308,6307,3423,121473,120591,154170,0.08,92.9,304.2,142,42.3,33.8,23.9,3043.0
timed,DeathKnight,Blood,Tank,13,6159,6158,3001,124289,123889,155043,0.09,91.9,306.4,243,33.3,47.3,19.3,3110.0
timed,DeathKnight,Blood,Tank,14,4469,4469,1864,131710,131006,162198,0.11,89.8,308.1,324,25.6,52.5,21.9,3142.0
timed,DeathKnight,Blood,Tank,15,1794,1794,674,144176,144202,177062,0.11,90.3,309.5,146,19.2,47.3,33.6,3231.0
timed,DeathKnight,Blood,Tank,16,631,631,209,160364,161526,195387,0.13,88.3,310.8,67,6.0,32.8,61.2,3262.0
timed,DeathKnight,Blood,Tank,17,191,191,51,179058,179226,213372,0.1,90.1,311.7,2,0.0,0.0,100.0,3281.0
timed,DeathKnight,Blood,Tank,18,41,41,15,191114,192719,227284,0.05,95.1,312.5,0,,,,
timed,DeathKnight,Frost,DPS,2,218,218,201,101900,101954,143800,0.14,88.5,290.7,16,56.2,37.5,6.2,3299.0
timed,DeathKnight,Frost,DPS,3,39,39,39,94005,94442,124443,0.15,87.2,290.0,2,100.0,0.0,0.0,
timed,DeathKnight,Frost,DPS,4,81,81,80,115193,113848,151587,0.09,92.6,294.0,4,25.0,75.0,0.0,2235.0
timed,DeathKnight,Frost,DPS,5,168,168,160,126094,122724,163892,0.09,92.9,293.4,12,66.7,16.7,16.7,2868.0
timed,DeathKnight,Frost,DPS,6,107,107,101,137699,133141,179492,0.12,88.8,295.6,7,57.1,28.6,14.3,
timed,DeathKnight,Frost,DPS,7,64,64,62,157967,156534,197456,0.16,85.9,296.6,5,40.0,40.0,20.0,2522.0
timed,DeathKnight,Frost,DPS,8,62,61,59,186596,186670,225508,0.08,91.9,297.6,1,0.0,0.0,100.0,2976.0
timed,DeathKnight,Frost,DPS,9,67,66,64,179009,177745,224212,0.18,85.1,296.4,2,50.0,50.0,0.0,2953.0
timed,DeathKnight,Frost,DPS,10,559,552,284,193146,192183,242890,0.29,75.8,299.1,18,38.9,16.7,44.4,2864.0
timed,DeathKnight,Frost,DPS,11,393,392,264,183329,183832,225151,0.56,61.6,297.5,4,25.0,50.0,25.0,2881.0
timed,DeathKnight,Frost,DPS,12,284,284,182,186058,185576,228565,0.4,66.2,301.6,9,22.2,33.3,44.4,3062.0
timed,DeathKnight,Frost,DPS,13,254,254,148,194588,192910,234936,0.43,65.4,303.5,4,25.0,25.0,50.0,3088.0
timed,DeathKnight,Frost,DPS,14,179,179,89,207366,207843,247231,0.51,59.8,306.3,24,8.3,58.3,33.3,3070.0
timed,DeathKnight,Frost,DPS,15,43,43,23,213514,218196,256120,0.58,60.5,307.0,8,0.0,50.0,50.0,3068.0
timed,DeathKnight,Frost,DPS,16,11,11,4,236974,231348,271904,0.27,81.8,309.9,2,0.0,0.0,100.0,3333.0
timed,DeathKnight,Frost,DPS,17,1,1,1,271948,271948,271948,0.0,100.0,307.0,0,,,,3277.0
timed,DeathKnight,Unholy,DPS,2,560,553,510,110148,108910,146507,0.15,87.1,292.5,54,68.5,29.6,1.9,
timed,DeathKnight,Unholy,DPS,3,115,115,113,111062,110427,144959,0.15,87.8,291.8,3,66.7,33.3,0.0,2916.0
timed,DeathKnight,Unholy,DPS,4,230,227,224,120614,117566,159865,0.16,86.1,292.8,15,73.3,26.7,0.0,2726.0
timed,DeathKnight,Unholy,DPS,5,455,446,424,136039,133117,176846,0.13,87.7,294.6,25,72.0,24.0,4.0,2761.0
timed,DeathKnight,Unholy,DPS,6,318,310,289,140324,139542,183028,0.11,89.0,295.5,23,56.5,30.4,13.0,2916.0
timed,DeathKnight,Unholy,DPS,7,232,228,212,173417,172457,222821,0.15,86.6,296.3,10,80.0,20.0,0.0,2894.0
timed,DeathKnight,Unholy,DPS,8,234,231,219,191005,189364,235524,0.2,82.5,297.3,12,41.7,50.0,8.3,2942.0
timed,DeathKnight,Unholy,DPS,9,319,311,300,189329,188825,235163,0.17,84.3,297.8,7,28.6,42.9,28.6,2860.0
timed,DeathKnight,Unholy,DPS,10,2119,2082,1035,205140,202751,259917,0.24,79.4,299.4,87,29.9,12.6,57.5,2848.0
timed,DeathKnight,Unholy,DPS,11,1914,1880,1146,196611,193407,252124,0.43,68.1,298.2,34,20.6,20.6,58.8,2894.0
timed,DeathKnight,Unholy,DPS,12,1534,1516,948,200715,202018,248970,0.3,74.8,300.9,40,30.0,30.0,40.0,3020.0
timed,DeathKnight,Unholy,DPS,13,1528,1518,810,209521,209533,255114,0.38,68.3,303.5,52,21.2,36.5,42.3,3108.0
timed,DeathKnight,Unholy,DPS,14,1104,1094,479,221739,222898,267617,0.47,62.0,305.4,109,19.3,31.2,49.5,3178.0
timed,DeathKnight,Unholy,DPS,15,360,354,165,236624,238336,288650,0.45,65.0,306.5,49,10.2,14.3,75.5,3235.0
timed,DeathKnight,Unholy,DPS,16,57,57,29,250549,251673,300396,0.44,66.7,307.2,4,25.0,0.0,75.0,3290.0
timed,DeathKnight,Unholy,DPS,17,1,1,1,318785,318785,318785,0.0,100.0,307.0,0,,,,
timed,DemonHunter,Devourer,DPS,2,620,612,547,109243,107818,150352,0.28,76.3,291.0,54,72.2,18.5,9.3,
timed,DemonHunter,Devourer,DPS,3,117,115,116,116206,114421,150192,0.31,76.1,291.2,3,66.7,0.0,33.3,3065.0
timed,DemonHunter,Devourer,DPS,4,280,278,274,114125,112710,148716,0.24,80.0,291.4,18,88.9,11.1,0.0,
timed,DemonHunter,Devourer,DPS,5,568,558,514,135676,134244,176637,0.35,72.9,293.9,32,71.9,18.8,9.4,
timed,DemonHunter,Devourer,DPS,6,344,340,308,143554,141364,184929,0.23,81.1,295.9,20,55.0,30.0,15.0,3065.0
timed,DemonHunter,Devourer,DPS,7,259,255,237,170669,171322,212849,0.37,69.9,297.0,3,100.0,0.0,0.0,2926.0
timed,DemonHunter,Devourer,DPS,8,298,292,274,186581,184016,228489,0.41,68.1,297.8,16,31.2,43.8,25.0,2884.0
timed,DemonHunter,Devourer,DPS,9,413,405,373,189491,188393,231914,0.41,66.1,299.0,13,38.5,38.5,23.1,2913.0
timed,DemonHunter,Devourer,DPS,10,3412,3327,1382,207339,207720,255882,0.47,64.5,301.3,99,26.3,18.2,55.6,2863.0
timed,DemonHunter,Devourer,DPS,11,2516,2479,1464,196250,195738,241803,0.84,47.9,299.3,57,35.1,19.3,45.6,2917.0
timed,DemonHunter,Devourer,DPS,12,2027,2008,1123,198719,199578,242797,0.61,55.1,302.5,48,31.2,27.1,41.7,3058.0
timed,DemonHunter,Devourer,DPS,13,1909,1898,922,204753,205800,244687,0.74,48.3,304.3,80,20.0,42.5,37.5,3101.0
timed,DemonHunter,Devourer,DPS,14,1396,1391,574,215852,217011,254281,0.86,44.2,305.5,121,24.8,34.7,40.5,3140.0
timed,DemonHunter,Devourer,DPS,15,512,508,213,230915,234889,274309,0.76,46.1,306.6,67,26.9,31.3,41.8,3221.0
timed,DemonHunter,Devourer,DPS,16,118,117,53,252593,257060,296192,0.86,43.2,307.8,17,23.5,5.9,70.6,3284.0
timed,DemonHunter,Devourer,DPS,17,10,10,4,258757,266962,304732,0.2,80.0,309.5,0,,,,3377.0
timed,DemonHunter,Devourer,DPS,18,1,1,1,257821,257821,257821,1.0,0.0,310.0,0,,,,
timed,DemonHunter,Havoc,DPS,2,448,438,397,106496,103348,143161,0.18,84.2,291.7,41,73.2,26.8,0.0,
timed,DemonHunter,Havoc,DPS,3,74,74,73,114073,114253,144989,0.24,78.4,291.7,0,,,,
timed,DemonHunter,Havoc,DPS,4,152,151,150,118449,117518,152024,0.18,82.9,292.4,10,70.0,30.0,0.0,2712.0
timed,DemonHunter,Havoc,DPS,5,337,333,311,131421,130505,173116,0.22,81.0,292.6,21,71.4,28.6,0.0,
timed,DemonHunter,Havoc,DPS,6,168,167,155,140624,140892,180345,0.25,82.7,294.8,14,64.3,35.7,0.0,2630.0
timed,DemonHunter,Havoc,DPS,7,117,117,113,160963,164739,204451,0.27,76.1,295.6,3,100.0,0.0,0.0,2887.0
timed,DemonHunter,Havoc,DPS,8,128,128,119,184435,185402,233530,0.33,68.8,296.7,4,75.0,25.0,0.0,2902.0
timed,DemonHunter,Havoc,DPS,9,159,159,155,182147,181543,225877,0.26,76.1,298.2,10,60.0,30.0,10.0,2872.0
timed,DemonHunter,Havoc,DPS,10,811,805,447,197601,198383,245542,0.38,70.7,299.6,46,32.6,26.1,41.3,2800.0
timed,DemonHunter,Havoc,DPS,11,738,736,486,191376,191525,239438,0.68,53.3,298.2,19,36.8,36.8,26.3,2894.0
timed,DemonHunter,Havoc,DPS,12,548,546,338,189202,189134,228955,0.48,65.5,301.2,17,41.2,23.5,35.3,3003.0
timed,DemonHunter,Havoc,DPS,13,535,533,297,196849,199203,236510,0.54,60.7,303.2,17,35.3,52.9,11.8,3057.0
timed,DemonHunter,Havoc,DPS,14,327,325,151,204375,206900,239780,0.68,50.8,304.7,24,29.2,25.0,45.8,3139.0
timed,DemonHunter,Havoc,DPS,15,80,80,48,222474,219779,276925,0.64,53.8,306.0,7,28.6,0.0,71.4,3135.0
timed,DemonHunter,Havoc,DPS,16,13,13,4,235223,234013,272104,0.31,69.2,306.2,0,,,,
timed,DemonHunter,Havoc,DPS,17,5,5,1,257676,254124,299535,0.6,40.0,308.6,0,,,,
timed,DemonHunter,Vengeance,Tank,2,470,470,432,66883,65228,91197,0.07,94.5,290.7,57,73.7,22.8,3.5,2975.0
timed,DemonHunter,Vengeance,Tank,3,84,84,83,63003,62154,85390,0.08,94.0,290.0,0,,,,3210.0
timed,DemonHunter,Vengeance,Tank,4,191,191,183,71074,68796,94865,0.05,95.8,291.1,12,66.7,25.0,8.3,3126.0
timed,DemonHunter,Vengeance,Tank,5,333,333,313,75999,75244,98805,0.07,94.3,292.6,27,74.1,25.9,0.0,2911.0
timed,DemonHunter,Vengeance,Tank,6,208,208,185,78490,76238,103879,0.05,96.2,293.9,16,81.2,12.5,6.2,3210.0
timed,DemonHunter,Vengeance,Tank,7,166,166,139,97335,96004,127981,0.02,98.8,295.7,12,41.7,41.7,16.7,2796.0
timed,DemonHunter,Vengeance,Tank,8,175,175,168,104335,103016,132608,0.06,94.9,296.6,7,57.1,28.6,14.3,2886.0
timed,DemonHunter,Vengeance,Tank,9,225,225,202,106833,105160,137861,0.05,95.1,298.3,13,30.8,53.8,15.4,2881.0
timed,DemonHunter,Vengeance,Tank,10,1668,1668,750,117591,115502,150586,0.07,93.3,300.9,107,43.0,15.0,42.1,2820.0
timed,DemonHunter,Vengeance,Tank,11,1029,1029,634,113491,111829,147380,0.17,88.3,299.5,48,31.2,22.9,45.8,2926.0
timed,DemonHunter,Vengeance,Tank,12,594,594,354,114088,113578,142862,0.1,91.8,303.1,25,60.0,20.0,20.0,3052.0
timed,DemonHunter,Vengeance,Tank,13,460,460,248,116889,116300,146655,0.16,87.2,306.0,24,16.7,45.8,37.5,3103.0
timed,DemonHunter,Vengeance,Tank,14,275,275,123,122348,120728,149856,0.18,86.2,307.4,18,33.3,22.2,44.4,3154.0
timed,DemonHunter,Vengeance,Tank,15,91,91,38,132937,132475,159520,0.07,93.4,308.6,17,41.2,52.9,5.9,3235.0
timed,DemonHunter,Vengeance,Tank,16,10,10,6,140382,134811,155882,0.1,90.0,308.6,3,33.3,33.3,33.3,
timed,DemonHunter,Vengeance,Tank,17,2,2,1,153600,153600,159858,0.0,100.0,303.5,0,,,,
timed,Druid,Balance,DPS,2,802,790,730,105348,104233,141501,0.19,84.4,290.8,64,65.6,34.4,0.0,2903.0
timed,Druid,Balance,DPS,3,150,147,147,105648,102134,140037,0.29,77.3,290.2,0,,,,
timed,Druid,Balance,DPS,4,316,315,307,114173,112754,145076,0.22,82.0,291.8,19,47.4,52.6,0.0,
timed,Druid,Balance,DPS,5,601,596,557,128323,125482,165101,0.23,81.5,293.3,33,66.7,33.3,0.0,2917.0
timed,Druid,Balance,DPS,6,402,397,372,135757,132306,176874,0.18,83.6,294.9,26,61.5,26.9,11.5,2712.0
timed,Druid,Balance,DPS,7,285,284,263,162711,163170,202680,0.26,78.6,295.3,9,66.7,22.2,11.1,2899.0
timed,Druid,Balance,DPS,8,298,296,275,176531,176206,219151,0.3,75.8,297.0,10,80.0,20.0,0.0,2872.0
timed,Druid,Balance,DPS,9,398,393,378,185799,183554,232774,0.31,74.9,298.6,15,33.3,33.3,33.3,2859.0
timed,Druid,Balance,DPS,10,3077,3040,1324,198685,198431,250177,0.38,71.1,300.8,151,29.8,15.2,55.0,2816.0
timed,Druid,Balance,DPS,11,2238,2223,1340,187689,185936,236317,0.68,56.3,299.1,55,34.5,30.9,34.5,2868.0
timed,Druid,Balance,DPS,12,1743,1737,1007,188533,189139,231230,0.57,59.9,302.3,38,23.7,39.5,36.8,2999.0
timed,Druid,Balance,DPS,13,1439,1439,801,194795,195202,233759,0.72,51.1,304.8,63,25.4,38.1,36.5,3075.0
timed,Druid,Balance,DPS,14,895,894,399,207024,207434,246794,0.86,44.8,306.5,80,18.8,26.2,55.0,3136.0
timed,Druid,Balance,DPS,15,282,282,123,217277,217980,259417,0.86,44.3,307.8,49,16.3,12.2,71.4,3184.0
timed,Druid,Balance,DPS,16,46,46,24,242140,240587,282050,0.72,50.0,308.7,10,0.0,10.0,90.0,3130.0
timed,Druid,Balance,DPS,17,5,5,1,252885,254980,295672,0.8,20.0,308.6,0,,,,
timed,Druid,Balance,DPS,18,1,1,1,249467,249467,249467,2.0,0.0,309.0,0,,,,
timed,Druid,Feral,DPS,2,248,248,219,111044,108698,150856,0.21,82.3,290.9,33,81.8,15.2,3.0,
timed,Druid,Feral,DPS,3,35,34,35,116567,115962,148519,0.26,80.0,291.0,3,66.7,33.3,0.0,
timed,Druid,Feral,DPS,4,103,103,96,125998,121863,164897,0.28,76.7,292.8,3,100.0,0.0,0.0,2919.0
timed,Druid,Feral,DPS,5,190,190,175,136374,132776,180842,0.25,78.9,293.9,16,75.0,18.8,6.2,
timed,Druid,Feral,DPS,6,126,126,106,142269,138246,197208,0.21,82.5,295.4,11,72.7,27.3,0.0,2986.0
timed,Druid,Feral,DPS,7,72,72,70,174329,171590,219693,0.26,77.8,295.3,2,100.0,0.0,0.0,2937.0
timed,Druid,Feral,DPS,8,92,92,88,184903,182952,236897,0.33,73.9,296.1,3,66.7,0.0,33.3,2834.0
timed,Druid,Feral,DPS,9,75,75,72,196622,191608,252596,0.25,74.7,298.3,1,0.0,100.0,0.0,3030.0
timed,Druid,Feral,DPS,10,474,472,257,201719,203154,255091,0.41,68.4,299.5,22,36.4,27.3,36.4,2900.0
timed,Druid,Feral,DPS,11,453,452,284,200606,198667,256627,0.64,56.5,298.9,10,70.0,20.0,10.0,3037.0
timed,Druid,Feral,DPS,12,440,435,250,203416,202616,254652,0.62,56.1,301.5,10,50.0,40.0,10.0,3084.0
timed,Druid,Feral,DPS,13,442,441,229,207303,207582,255273,0.75,49.8,302.9,15,46.7,26.7,26.7,3151.0
timed,Druid,Feral,DPS,14,374,374,165,218860,220015,264950,0.9,43.0,304.5,45,48.9,42.2,8.9,3193.0
timed,Druid,Feral,DPS,15,178,178,72,232014,229062,286109,0.83,48.9,304.4,29,24.1,44.8,31.0,3345.0
timed,Druid,Feral,DPS,16,79,79,24,260009,265297,307433,0.56,55.7,305.2,17,41.2,11.8,47.1,3395.0
timed,Druid,Feral,DPS,17,22,22,11,261573,268065,296818,0.55,68.2,305.5,4,50.0,0.0,50.0,3378.0
timed,Druid,Feral,DPS,18,2,2,2,289304,289304,290792,0.0,100.0,303.5,1,0.0,0.0,100.0,3357.0
timed,Druid,Guardian,Tank,2,699,699,639,62812,61489,85103,0.05,95.1,292.3,63,77.8,20.6,1.6,2876.0
timed,Druid,Guardian,Tank,3,129,129,129,58944,58823,79489,0.09,92.2,292.1,2,50.0,50.0,0.0,
timed,Druid,Guardian,Tank,4,300,300,296,64905,63475,84318,0.05,95.0,292.6,18,55.6,38.9,5.6,2810.0
timed,Druid,Guardian,Tank,5,536,536,507,70162,68864,93815,0.1,91.0,293.8,32,78.1,18.8,3.1,2740.0
timed,Druid,Guardian,Tank,6,333,333,305,73767,71789,96798,0.04,96.1,294.9,30,60.0,33.3,6.7,2543.0
timed,Druid,Guardian,Tank,7,216,216,204,87604,85452,111972,0.06,94.0,295.3,10,60.0,30.0,10.0,3001.0
timed,Druid,Guardian,Tank,8,223,223,208,95421,93716,126404,0.08,92.4,297.6,9,44.4,44.4,11.1,2928.0
timed,Druid,Guardian,Tank,9,280,280,263,95666,91434,124864,0.06,94.6,297.8,8,62.5,12.5,25.0,2926.0
timed,Druid,Guardian,Tank,10,2128,2128,878,106068,103896,138544,0.1,91.2,300.4,105,43.8,12.4,43.8,2828.0
timed,Druid,Guardian,Tank,11,1565,1565,941,100069,97846,129897,0.18,85.6,298.4,37,37.8,27.0,35.1,2871.0
timed,Druid,Guardian,Tank,12,1098,1098,676,101910,101140,130246,0.11,89.5,301.9,39,43.6,20.5,35.9,3061.0
timed,Druid,Guardian,Tank,13,976,976,486,105632,105383,133638,0.13,88.0,304.6,60,46.7,38.3,15.0,3139.0
timed,Druid,Guardian,Tank,14,723,723,298,112148,111641,141055,0.17,84.5,306.0,64,45.3,35.9,18.8,3185.0
timed,Druid,Guardian,Tank,15,212,212,97,120498,119734,149512,0.15,86.8,307.4,27,33.3,29.6,37.0,3246.0
timed,Druid,Guardian,Tank,16,46,46,24,135586,137812,172509,0.09,91.3,309.3,5,0.0,20.0,80.0,3335.0
timed,Druid,Guardian,Tank,17,8,8,3,154712,161537,183542,0.12,87.5,312.9,2,0.0,0.0,100.0,3424.0
timed,Druid,Restoration,Healer,2,462,462,421,9460,7440,18502,0.24,81.2,289.5,45,80.0,20.0,0.0,
timed,Druid,Restoration,Healer,3,94,94,93,8800,7520,15939,0.27,79.8,288.9,1,100.0,0.0,0.0,
timed,Druid,Restoration,Healer,4,177,177,172,10583,8416,20467,0.3,75.1,290.4,10,80.0,20.0,0.0,
timed,Druid,Restoration,Healer,5,326,326,313,10326,7533,19137,0.29,75.5,291.8,19,84.2,15.8,0.0,2842.0
timed,Druid,Restoration,Healer,6,186,186,168,10700,8944,19953,0.23,80.6,293.2,8,62.5,37.5,0.0,
timed,Druid,Restoration,Healer,7,130,130,124,14883,11096,33722,0.37,68.5,293.9,6,50.0,16.7,33.3,2718.0
timed,Druid,Restoration,Healer,8,115,115,111,14312,10803,26095,0.28,74.8,295.8,4,50.0,50.0,0.0,2835.0
timed,Druid,Restoration,Healer,9,151,151,139,12821,9944,23332,0.39,69.5,297.8,6,100.0,0.0,0.0,2857.0
timed,Druid,Restoration,Healer,10,1163,1163,582,18329,13344,39074,0.42,67.8,299.1,50,42.0,24.0,34.0,2818.0
timed,Druid,Restoration,Healer,11,758,758,493,15644,11562,29795,0.79,49.5,297.6,22,63.6,18.2,18.2,2847.0
timed,Druid,Restoration,Healer,12,308,308,188,17495,13829,28988,0.64,58.1,301.0,10,50.0,40.0,10.0,2960.0
timed,Druid,Restoration,Healer,13,208,208,120,15798,12828,25314,0.73,48.1,303.2,11,27.3,27.3,45.5,2985.0
timed,Druid,Restoration,Healer,14,87,87,48,16405,12740,23548,0.95,39.1,304.5,6,50.0,50.0,0.0,2992.0
timed,Druid,Restoration,Healer,15,12,12,10,12485,11222,19204,0.92,33.3,306.1,3,0.0,33.3,66.7,2981.0
timed,Evoker,Augmentation,DPS,2,83,83,76,83359,82888,108950,0.07,94.0,288.7,6,100.0,0.0,0.0,
timed,Evoker,Augmentation,DPS,3,14,14,14,81422,83051,100917,0.43,71.4,287.4,1,100.0,0.0,0.0,
timed,Evoker,Augmentation,DPS,4,34,34,33,94553,95970,113081,0.06,94.1,291.7,2,50.0,50.0,0.0,
timed,Evoker,Augmentation,DPS,5,51,51,49,101322,103554,126126,0.18,88.2,291.7,6,83.3,16.7,0.0,
timed,Evoker,Augmentation,DPS,6,35,35,32,110205,111726,130092,0.14,88.6,294.3,4,50.0,50.0,0.0,
timed,Evoker,Augmentation,DPS,7,22,22,21,137116,131666,167457,0.14,90.9,294.6,0,,,,2808.0
timed,Evoker,Augmentation,DPS,8,14,14,14,156321,152258,177023,0.29,71.4,294.8,0,,,,
timed,Evoker,Augmentation,DPS,9,40,40,36,145339,146564,168636,0.18,85.0,295.8,0,,,,2979.0
timed,Evoker,Augmentation,DPS,10,376,376,191,168292,166000,210938,0.22,82.7,297.7,3,66.7,0.0,33.3,2764.0
timed,Evoker,Augmentation,DPS,11,185,185,130,155253,152327,189916,0.59,58.4,296.6,1,100.0,0.0,0.0,2814.0
timed,Evoker,Augmentation,DPS,12,92,92,65,164714,167892,208453,0.34,77.2,300.2,0,,,,3091.0
timed,Evoker,Augmentation,DPS,13,65,65,36,169227,171522,195623,0.43,63.1,302.9,1,0.0,0.0,100.0,3121.0
timed,Evoker,Augmentation,DPS,14,27,27,13,192735,196124,214963,0.37,74.1,304.6,1,0.0,0.0,100.0,3177.0
timed,Evoker,Augmentation,DPS,15,13,13,4,201378,210764,222920,0.23,84.6,306.3,1,0.0,0.0,100.0,3226.0
timed,Evoker,Augmentation,DPS,16,5,5,2,202605,228057,232704,0.6,40.0,305.2,1,0.0,0.0,100.0,3226.0
timed,Evoker,Devastation,DPS,2,293,290,252,120502,118568,161627,0.2,82.6,291.1,28,75.0,21.4,3.6,
timed,Evoker,Devastation,DPS,3,51,51,48,123712,123918,155733,0.27,74.5,292.7,3,66.7,33.3,0.0,
timed,Evoker,Devastation,DPS,4,108,108,105,132124,130276,163714,0.29,73.1,293.5,9,88.9,11.1,0.0,3081.0
timed,Evoker,Devastation,DPS,5,208,207,199,141298,139110,186764,0.27,76.9,294.1,13,61.5,30.8,7.7,
timed,Evoker,Devastation,DPS,6,127,126,116,149012,145463,193083,0.24,79.5,296.3,7,85.7,14.3,0.0,
timed,Evoker,Devastation,DPS,7,90,88,88,176689,177781,213377,0.42,65.6,297.4,5,60.0,20.0,20.0,3081.0
timed,Evoker,Devastation,DPS,8,122,120,112,187125,186039,230352,0.36,74.6,296.8,1,100.0,0.0,0.0,2762.0
timed,Evoker,Devastation,DPS,9,142,137,137,194123,192614,235255,0.34,73.9,298.8,6,33.3,0.0,66.7,2768.0
timed,Evoker,Devastation,DPS,10,2086,2027,727,210284,210133,258313,0.43,68.3,300.9,100,20.0,18.0,62.0,2772.0
timed,Evoker,Devastation,DPS,11,962,942,529,197550,194572,245510,0.85,47.8,298.9,15,53.3,26.7,20.0,2812.0
timed,Evoker,Devastation,DPS,12,442,440,264,200342,200125,238444,0.71,54.5,302.5,9,11.1,11.1,77.8,2929.0
timed,Evoker,Devastation,DPS,13,298,296,165,208499,209634,251173,0.72,47.7,305.2,17,5.9,47.1,47.1,3026.0
timed,Evoker,Devastation,DPS,14,135,135,79,206184,210293,246516,0.95,45.2,305.9,12,25.0,16.7,58.3,3067.0
timed,Evoker,Devastation,DPS,15,40,40,14,234729,240555,281456,0.75,50.0,308.4,1,0.0,100.0,0.0,3328.0
timed,Evoker,Devastation,DPS,16,8,8,3,244518,259330,273313,0.25,75.0,310.4,0,,,,3377.0
timed,Evoker,Devastation,DPS,17,2,2,1,258616,258616,271855,0.5,50.0,312.0,0,,,,3377.0
timed,Evoker,Preservation,Healer,2,348,348,313,26540,24498,43011,0.32,75.9,290.8,30,60.0,33.3,6.7,
timed,Evoker,Preservation,Healer,3,54,54,54,22170,22330,36627,0.46,64.8,290.1,0,,,,
timed,Evoker,Preservation,Healer,4,137,137,134,25966,25667,41430,0.31,73.7,291.5,5,100.0,0.0,0.0,
timed,Evoker,Preservation,Healer,5,274,274,258,28563,26904,43153,0.34,75.5,292.8,19,52.6,47.4,0.0,2748.0
timed,Evoker,Preservation,Healer,6,139,139,133,26631,25124,42032,0.31,76.3,292.2,9,88.9,11.1,0.0,2091.0
timed,Evoker,Preservation,Healer,7,101,101,94,32077,32290,44893,0.41,70.3,295.1,2,100.0,0.0,0.0,2618.0
timed,Evoker,Preservation,Healer,8,124,124,117,35204,34621,50936,0.41,67.7,295.5,6,33.3,33.3,33.3,2767.0
timed,Evoker,Preservation,Healer,9,188,188,172,38502,37042,56872,0.45,66.0,298.7,7,0.0,71.4,28.6,2847.0
timed,Evoker,Preservation,Healer,10,1930,1930,755,42551,40630,59802,0.48,65.0,300.8,91,27.5,25.3,47.3,2763.0
timed,Evoker,Preservation,Healer,11,903,903,576,38153,36218,54661,0.86,49.1,299.1,17,17.6,29.4,52.9,2827.0
timed,Evoker,Preservation,Healer,12,563,563,312,46497,44736,66761,0.67,53.6,303.1,14,35.7,28.6,35.7,2993.0
timed,Evoker,Preservation,Healer,13,376,376,191,48499,47428,64518,0.83,46.3,305.4,23,4.3,47.8,47.8,3064.0
timed,Evoker,Preservation,Healer,14,232,232,100,53021,52893,70050,0.93,41.8,306.8,19,31.6,42.1,26.3,3130.0
timed,Evoker,Preservation,Healer,15,93,93,37,58949,59203,75780,0.94,45.2,308.0,12,8.3,33.3,58.3,3105.0
timed,Evoker,Preservation,Healer,16,21,21,13,58449,55542,80340,1.29,28.6,307.9,2,0.0,0.0,100.0,
