character,server,region,class,spec,hero_talent,role,dungeon,key_level,duration_s,damage_done,dps,deaths,item_level,score,medal,affixes,report_code,fight_id,started_at
Steezzexist,Anasterian,US,Warlock,Demonology,Diabolist,DPS,Kings' Rest,12,2458.7,252367224,102642.5,6,321,305.7,none,9|10|147,c6q4HJXT1rRAPjK7,3,1784878529373
Remornia,Anasterian,US,Priest,Shadow,Archon,DPS,Kings' Rest,12,2458.7,239498984,97408.7,7,321,305.7,none,9|10|147,c6q4HJXT1rRAPjK7,3,1784878529373
Atomantium,Nobundo,US,Evoker,Augmentation,Scalecommander,DPS,Kings' Rest,12,2458.7,257137798,104582.8,3,321,305.7,none,9|10|147,c6q4HJXT1rRAPjK7,3,1784878529373
Shachi,Nobundo,US,Monk,Brewmaster,Master of Harmony,Tank,Murder Row,16,2640.8,280615407,106261.9,4,328,305.25,none,9|10|147,wjyQBcPxFJhg1v82,9,1783109985684
Docgreen,Vargoth,US,Druid,Restoration,Wildstalker,Healer,Murder Row,16,2640.8,10605572,4016.1,5,328,305.25,none,9|10|147,wjyQBcPxFJhg1v82,9,1783109985684
Namacui,Anasterian,US,Warrior,Arms,Colossus,DPS,Murder Row,16,2640.8,511546111,193709.4,5,328,305.25,none,9|10|147,wjyQBcPxFJhg1v82,9,1783109985684
Manabananaz,Nobundo,US,Mage,Arcane,Spellslinger,DPS,Murder Row,16,2640.8,576321768,218238.3,4,328,305.25,none,9|10|147,wjyQBcPxFJhg1v82,9,1783109985684
Musguete,Nobundo,US,Rogue,Outlaw,Trickster,DPS,Murder Row,16,2640.8,355636208,134670.3,8,328,305.25,none,9|10|147,wjyQBcPxFJhg1v82,9,1783109985684
火爆腰花,Anasterian,EU,DemonHunter,Vengeance,Annihilator,Tank,Voidscar Arena,17,1375.7,179623791,130570.6,0,328,447.77,timed,10|9|147,PQAYJkac3ZdXKVmH,1,1783432495679
停云霭霭,Anasterian,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Voidscar Arena,17,1375.7,78866133,57328.7,1,328,447.77,timed,10|9|147,PQAYJkac3ZdXKVmH,1,1783432495679
Chenmo,Zekhan,EU,DeathKnight,Frost,Rider of the Apocalypse,DPS,Voidscar Arena,17,1375.7,380535665,276615.8,0,328,447.77,timed,10|9|147,PQAYJkac3ZdXKVmH,1,1783432495679
Abie,Benedictus,EU,Warlock,Affliction,Soul Harvester,DPS,Voidscar Arena,17,1375.7,377840299,274656.5,1,328,447.77,timed,10|9|147,PQAYJkac3ZdXKVmH,1,1783432495679
Gesongmage,Anasterian,EU,Mage,Arcane,Spellslinger,DPS,Voidscar Arena,17,1375.7,363910054,264530.5,2,328,447.77,timed,10|9|147,PQAYJkac3ZdXKVmH,1,1783432495679
Touchingface,Anasterian,CN,Paladin,Protection,Unknown,Tank,Altar of Fangs,15,1719.0,340130521,197867.2,1,328,,,9|10|147,LY1rmxwK4q9yabCG,1,1782451467500
夏诗骑,Anasterian,CN,Paladin,Holy,Unknown,Healer,Altar of Fangs,15,1719.0,61901759,36010.7,3,328,,,9|10|147,LY1rmxwK4q9yabCG,1,1782451467500
一之濑明日奈,Anasterian,CN,DemonHunter,Havoc,Unknown,DPS,Altar of Fangs,15,1719.0,451966774,262926.7,2,328,,,9|10|147,LY1rmxwK4q9yabCG,1,1782451467500
Astuikier,Zekhan,CN,Paladin,Retribution,Unknown,DPS,Altar of Fangs,15,1719.0,505049446,293806.9,1,328,,,9|10|147,LY1rmxwK4q9yabCG,1,1782451467500
Jaxenn,Zekhan,CN,Evoker,Augmentation,Unknown,DPS,Altar of Fangs,15,1719.0,335626287,195246.9,2,328,,,9|10|147,LY1rmxwK4q9yabCG,1,1782451467500
Equinoxpal,Anasterian,US,Paladin,Protection,Lightsmith,Tank,Murder Row,19,1815.2,440155967,242478.0,0,334,472.91,timed,10|9|147,yPhxQr1kYJB3Za4d,32,1784229664316
Beatdown,Anasterian,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Murder Row,19,1815.2,107919673,59452.0,2,334,472.91,timed,10|9|147,yPhxQr1kYJB3Za4d,32,1784229664316
Manabananaz,Nobundo,US,Mage,Arcane,Spellslinger,DPS,Murder Row,19,1815.2,559354496,308143.4,2,334,472.91,timed,10|9|147,yPhxQr1kYJB3Za4d,32,1784229664316
Therealjhazy,Anasterian,US,DemonHunter,Devourer,Void-Scarred,DPS,Murder Row,19,1815.2,619712895,341394.3,0,334,472.91,timed,10|9|147,yPhxQr1kYJB3Za4d,32,1784229664316
涂山图图,Broxigar,US,Warrior,Arms,Colossus,DPS,Murder Row,19,1815.2,547828889,301794.0,1,334,472.91,timed,10|9|147,yPhxQr1kYJB3Za4d,32,1784229664316
找个队打,Anasterian,CN,Paladin,Protection,Lightsmith,Tank,Voidscar Arena,18,1716.7,238691445,139041.1,1,334,455.03,timed,9|10|147,CPZgLkJ7XqTRWBaG,13,1784181592123
Etonice,Broxigar,CN,Paladin,Holy,Lightsmith,Healer,Voidscar Arena,18,1716.7,97776737,56956.3,0,334,455.03,timed,9|10|147,CPZgLkJ7XqTRWBaG,13,1784181592123
甲亢,Nobundo,CN,Druid,Balance,Elune's Chosen,DPS,Voidscar Arena,18,1716.7,527002633,306986.4,2,334,455.03,timed,9|10|147,CPZgLkJ7XqTRWBaG,13,1784181592123
Noobmage,Anasterian,CN,Mage,Arcane,Spellslinger,DPS,Voidscar Arena,18,1716.7,491755877,286454.7,0,334,455.03,timed,9|10|147,CPZgLkJ7XqTRWBaG,13,1784181592123
企鹅丽丽,Broxigar,CN,Priest,Shadow,Archon,DPS,Voidscar Arena,18,1716.7,471510219,274661.3,3,334,455.03,timed,9|10|147,CPZgLkJ7XqTRWBaG,13,1784181592123
Rainys,Benedictus,US,Monk,Brewmaster,Shado-Pan,Tank,Ruby Life Pools,15,1379.6,201436203,146010.5,0,334,414.2,timed,10|9|147,zPdMmfpGWq4cZbkR,4,1784940961694
Kaytide,Zekhan,US,Shaman,Restoration,Totemic,Healer,Ruby Life Pools,15,1379.6,57556781,41719.9,2,334,414.2,timed,10|9|147,zPdMmfpGWq4cZbkR,4,1784940961694
Moncho,Broxigar,US,Warrior,Arms,Slayer,DPS,Ruby Life Pools,15,1379.6,448550198,325130.4,2,334,414.2,timed,10|9|147,zPdMmfpGWq4cZbkR,4,1784940961694
Bláde,Broxigar,US,Rogue,Outlaw,Trickster,DPS,Ruby Life Pools,15,1379.6,419140928,303813.2,2,334,414.2,timed,10|9|147,zPdMmfpGWq4cZbkR,4,1784940961694
Shifthour,Lycanthoth,US,Druid,Feral,Druid of the Claw,DPS,Ruby Life Pools,15,1379.6,363296720,263334.6,1,334,414.2,timed,10|9|147,zPdMmfpGWq4cZbkR,4,1784940961694
Zivimist,Anasterian,CN,Monk,Brewmaster,Unknown,Tank,Murder Row,12,1742.1,144581925,82995.1,0,315,312.6,none,9|10|147,xypAN3fwBgKmM8hQ,1,1783272071992
Totemblyat,Anasterian,CN,Shaman,Restoration,Unknown,Healer,Murder Row,12,1742.1,26331431,15115.2,1,315,312.6,none,9|10|147,xypAN3fwBgKmM8hQ,1,1783272071992
Nymocel,Broxigar,CN,Druid,Feral,Unknown,DPS,Murder Row,12,1742.1,293275096,168350.2,3,315,312.6,none,9|10|147,xypAN3fwBgKmM8hQ,1,1783272071992
Gustavoy,Anasterian,CN,Evoker,Augmentation,Unknown,DPS,Murder Row,12,1742.1,8503348,4881.2,0,315,312.6,none,9|10|147,xypAN3fwBgKmM8hQ,1,1783272071992
Jarvyht,Lycanthoth,CN,Hunter,BeastMastery,Unknown,DPS,Murder Row,12,1742.1,350754976,201345.6,1,315,312.6,none,9|10|147,xypAN3fwBgKmM8hQ,1,1783272071992
Veliithra,Anasterian,US,Paladin,Protection,Lightsmith,Tank,Murder Row,15,2139.5,234206207,109466.2,0,334,316.95,none,9|10|147,Hd2qZLzQvCbDJFN9,21,1784998946819
Rayoflight,Anasterian,US,Priest,Discipline,Oracle,Healer,Murder Row,15,2139.5,46715785,21834.6,2,334,316.95,none,9|10|147,Hd2qZLzQvCbDJFN9,21,1784998946819
Augtoberfest,Benedictus,US,Evoker,Augmentation,Chronowarden,DPS,Murder Row,15,2139.5,384097702,179524.4,1,334,316.95,none,9|10|147,Hd2qZLzQvCbDJFN9,21,1784998946819
Pöwderr,Broxigar,US,Hunter,BeastMastery,Pack Leader,DPS,Murder Row,15,2139.5,443035494,207071.5,2,334,316.95,none,9|10|147,Hd2qZLzQvCbDJFN9,21,1784998946819
Vemonio,Lycanthoth,US,Priest,Shadow,Archon,DPS,Murder Row,15,2139.5,488932033,228523.2,0,334,316.95,none,9|10|147,Hd2qZLzQvCbDJFN9,21,1784998946819
Рупичка,Vargoth,EU,DeathKnight,Blood,San'layn,Tank,Kings' Rest,17,1819.7,203839402,112018.0,0,334,441.2,timed,10|9|147,cyYv3Tb1qCmLdRtF,1,1784030983720
Swapcommends,Anasterian,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Kings' Rest,17,1819.7,112255039,61688.7,0,334,441.2,timed,10|9|147,cyYv3Tb1qCmLdRtF,1,1784030983720
Linamage,Lycanthoth,EU,Mage,Arcane,Spellslinger,DPS,Kings' Rest,17,1819.7,385229618,211699.3,3,334,441.2,timed,10|9|147,cyYv3Tb1qCmLdRtF,1,1784030983720
Kshen,Benedictus,EU,Warrior,Arms,Colossus,DPS,Kings' Rest,17,1819.7,378990635,208270.7,3,334,441.2,timed,10|9|147,cyYv3Tb1qCmLdRtF,1,1784030983720
我的铛铛呢,Nobundo,EU,Druid,Balance,Elune's Chosen,DPS,Kings' Rest,17,1819.7,371490249,204148.9,1,334,441.2,timed,10|9|147,cyYv3Tb1qCmLdRtF,1,1784030983720
Lotterry,Anasterian,US,Paladin,Protection,Lightsmith,Tank,Kings' Rest,18,1695.2,295400529,174256.8,0,334,459.57,timed,10|9|147,QW8TdnayMDBXRFqx,27,1783944580142
牧揪揪,Anasterian,US,Priest,Discipline,Oracle,Healer,Kings' Rest,18,1695.2,33690005,19873.7,1,334,459.57,timed,10|9|147,QW8TdnayMDBXRFqx,27,1783944580142
阿揪揪,Anasterian,US,Druid,Balance,Elune's Chosen,DPS,Kings' Rest,18,1695.2,452459104,266905.7,1,334,459.57,timed,10|9|147,QW8TdnayMDBXRFqx,27,1783944580142
听凭风引,Anasterian,US,Shaman,Elemental,Farseer,DPS,Kings' Rest,18,1695.2,439040901,258990.3,1,334,459.57,timed,10|9|147,QW8TdnayMDBXRFqx,27,1783944580142
石豆玩原神,Benedictus,US,Mage,Arcane,Spellslinger,DPS,Kings' Rest,18,1695.2,395142032,233094.4,0,334,459.57,timed,10|9|147,QW8TdnayMDBXRFqx,27,1783944580142
Lionhearty,Anasterian,US,Paladin,Protection,Lightsmith,Tank,Temple of Sethraliss,18,6820.5,636068213,93258.9,21,334,,,10|9|147,2WMdpnYPRQCV6TzK,1,1784810312223
诗仔啵啵,Zekhan,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Temple of Sethraliss,18,6820.5,314451169,46104.1,21,334,,,10|9|147,2WMdpnYPRQCV6TzK,1,1784810312223
Bbyshaman,Nobundo,US,Shaman,Elemental,Farseer,DPS,Temple of Sethraliss,18,6820.5,1235907373,181206.1,28,334,,,10|9|147,2WMdpnYPRQCV6TzK,1,1784810312223
Pigww,Nobundo,US,Druid,Balance,Elune's Chosen,DPS,Temple of Sethraliss,18,6820.5,926924138,135903.6,28,334,,,10|9|147,2WMdpnYPRQCV6TzK,1,1784810312223
Kddog,Anasterian,US,Warrior,Arms,Slayer,DPS,Temple of Sethraliss,18,6820.5,767035957,112461.1,27,334,,,10|9|147,2WMdpnYPRQCV6TzK,1,1784810312223
Vollda,Vargoth,EU,Paladin,Protection,Lightsmith,Tank,Altar of Fangs,15,1502.8,267569190,178047.3,1,334,412.93,timed,10|9|147,V4PWcXKF7faQqY92,8,1784757804319
Chaineweaver,Vargoth,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Altar of Fangs,15,1502.8,94952089,63183.5,2,334,412.93,timed,10|9|147,V4PWcXKF7faQqY92,8,1784757804319
Cleavert,Broxigar,EU,Warrior,Arms,Slayer,DPS,Altar of Fangs,15,1502.8,520076479,346072.1,1,334,412.93,timed,10|9|147,V4PWcXKF7faQqY92,8,1784757804319
Fuettdh,Anasterian,EU,DemonHunter,Devourer,Annihilator,DPS,Altar of Fangs,15,1502.8,392104002,260916.0,2,334,412.93,timed,10|9|147,V4PWcXKF7faQqY92,8,1784757804319
Bloodcrazyy,Broxigar,EU,Hunter,Marksmanship,Sentinel,DPS,Altar of Fangs,15,1502.8,503131655,334796.6,5,334,412.93,timed,10|9|147,V4PWcXKF7faQqY92,8,1784757804319
Kiradh,Nobundo,EU,DemonHunter,Vengeance,Annihilator,Tank,Voidscar Arena,17,1709.4,239518494,140118.8,5,328,311.75,none,9|10|147,dFaADY9VpBZ4j2Rg,18,1783105338767
Jinxi,Benedictus,EU,Priest,Discipline,Voidweaver,Healer,Voidscar Arena,17,1709.4,93579070,54743.9,7,328,311.75,none,9|10|147,dFaADY9VpBZ4j2Rg,18,1783105338767
Youyuss,Anasterian,EU,Warlock,Affliction,Soul Harvester,DPS,Voidscar Arena,17,1709.4,394269169,230648.2,9,328,311.75,none,9|10|147,dFaADY9VpBZ4j2Rg,18,1783105338767
Yarrgidk,Nobundo,EU,DeathKnight,Frost,Deathbringer,DPS,Voidscar Arena,17,1709.4,519709907,304031.3,7,328,311.75,none,9|10|147,dFaADY9VpBZ4j2Rg,18,1783105338767
Zorthar,Anasterian,EU,Shaman,Elemental,Farseer,DPS,Voidscar Arena,17,1709.4,400845166,234495.2,13,328,311.75,none,9|10|147,dFaADY9VpBZ4j2Rg,18,1783105338767
Molaniliy,Benedictus,CN,Paladin,Protection,Unknown,Tank,Den of Nalorakk,18,1901.7,267902080,140874.3,1,334,319.64,none,10|9|147,4RAxvdfV6hyr3KGJ,2,1784904714933
牧揪揪,Anasterian,CN,Priest,Discipline,Unknown,Healer,Den of Nalorakk,18,1901.7,58242585,30626.4,0,334,319.64,none,10|9|147,4RAxvdfV6hyr3KGJ,2,1784904714933
Larkka,Anasterian,CN,Hunter,Marksmanship,Unknown,DPS,Den of Nalorakk,18,1901.7,489109655,257194.7,1,334,319.64,none,10|9|147,4RAxvdfV6hyr3KGJ,2,1784904714933
Magopotabio,Nobundo,CN,Mage,Arcane,Unknown,DPS,Den of Nalorakk,18,1901.7,485874866,255493.7,0,334,319.64,none,10|9|147,4RAxvdfV6hyr3KGJ,2,1784904714933
阿揪揪,Anasterian,CN,Druid,Balance,Unknown,DPS,Den of Nalorakk,18,1901.7,593754747,312221.5,1,334,319.64,none,10|9|147,4RAxvdfV6hyr3KGJ,2,1784904714933
Sale,Broxigar,US,DemonHunter,Vengeance,Annihilator,Tank,Temple of Sethraliss,14,1878.0,231875716,123470.9,0,321,319.26,none,10|9|147,wjW3MpkJ2rqGLvfN,5,1783695971522
Penance,Anasterian,US,Priest,Discipline,Oracle,Healer,Temple of Sethraliss,14,1878.0,30637909,16314.3,3,321,319.26,none,10|9|147,wjW3MpkJ2rqGLvfN,5,1783695971522
Paddergodqt,Anasterian,US,Shaman,Elemental,Farseer,DPS,Temple of Sethraliss,14,1878.0,408490225,217516.0,4,321,319.26,none,10|9|147,wjW3MpkJ2rqGLvfN,5,1783695971522
Kyrukev,Benedictus,US,Evoker,Augmentation,Scalecommander,DPS,Temple of Sethraliss,14,1878.0,321065341,170963.3,3,321,319.26,none,10|9|147,wjW3MpkJ2rqGLvfN,5,1783695971522
Potatopouch,Lycanthoth,US,Warlock,Affliction,Soul Harvester,DPS,Temple of Sethraliss,14,1878.0,485038233,258276.8,1,321,319.26,none,10|9|147,wjW3MpkJ2rqGLvfN,5,1783695971522
Netandyawho,Benedictus,US,DeathKnight,Blood,Deathbringer,Tank,Den of Nalorakk,12,2710.5,186704851,68882.4,5,315,,,10|9|147,mHPz8CYnah4XKW3R,34,1783040281681
Konvicevoker,Nobundo,US,Evoker,Preservation,Flameshaper,Healer,Den of Nalorakk,12,2710.5,39616807,14616.1,8,315,,,10|9|147,mHPz8CYnah4XKW3R,34,1783040281681
Bingglesmage,Broxigar,US,Mage,Arcane,Spellslinger,DPS,Den of Nalorakk,12,2710.5,319489519,117871.6,10,315,,,10|9|147,mHPz8CYnah4XKW3R,34,1783040281681
Takamura,Anasterian,US,Shaman,Enhancement,Stormbringer,DPS,Den of Nalorakk,12,2710.5,320358795,118192.3,8,315,,,10|9|147,mHPz8CYnah4XKW3R,34,1783040281681
Yungfent,Lycanthoth,US,Paladin,Retribution,Templar,DPS,Den of Nalorakk,12,2710.5,346369193,127788.5,8,315,,,10|9|147,mHPz8CYnah4XKW3R,34,1783040281681
Røyden,Benedictus,EU,Paladin,Protection,Lightsmith,Tank,Temple of Sethraliss,12,2202.5,200892277,91212.3,0,321,314.81,none,10|9|147,hZGnLHt8pqw19WkA,7,1783874693419
Zuhrgette,Anasterian,EU,Evoker,Preservation,Flameshaper,Healer,Temple of Sethraliss,12,2202.5,97465138,44252.7,3,321,314.81,none,10|9|147,hZGnLHt8pqw19WkA,7,1783874693419
Sigloc,Benedictus,EU,Warlock,Affliction,Soul Harvester,DPS,Temple of Sethraliss,12,2202.5,135185873,61379.3,1,321,314.81,none,10|9|147,hZGnLHt8pqw19WkA,7,1783874693419
Nymocel,Broxigar,EU,Druid,Feral,Wildstalker,DPS,Temple of Sethraliss,12,2202.5,401002198,182069.5,0,321,314.81,none,10|9|147,hZGnLHt8pqw19WkA,7,1783874693419
Marywanna,Benedictus,EU,Priest,Shadow,Archon,DPS,Temple of Sethraliss,12,2202.5,367514737,166865.0,2,321,314.81,none,10|9|147,hZGnLHt8pqw19WkA,7,1783874693419
Deutzfr,Zekhan,EU,DemonHunter,Vengeance,Annihilator,Tank,Voidscar Arena,12,1319.8,85199148,64555.4,0,315,374.57,timed,9|10|147,92AJhvjF4GdzYVfH,2,1783109684782
Mogus,Anasterian,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Voidscar Arena,12,1319.8,61879551,46886.2,0,315,374.57,timed,9|10|147,92AJhvjF4GdzYVfH,2,1783109684782
Nightscalie,Lycanthoth,EU,Evoker,Devastation,Scalecommander,DPS,Voidscar Arena,12,1319.8,227736194,172555.8,0,315,374.57,timed,9|10|147,92AJhvjF4GdzYVfH,2,1783109684782
Trindecay,Zekhan,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Voidscar Arena,12,1319.8,207889955,157518.3,0,315,374.57,timed,9|10|147,92AJhvjF4GdzYVfH,2,1783109684782
Braumritter,Lycanthoth,EU,Evoker,Devastation,Flameshaper,DPS,Voidscar Arena,12,1319.8,209536798,158766.1,2,315,374.57,timed,9|10|147,92AJhvjF4GdzYVfH,2,1783109684782
Nosophobia,Benedictus,US,DeathKnight,Blood,San'layn,Tank,Altar of Fangs,12,2670.9,213650200,79991.5,3,315,,,9|10|147,gHyKA8Bqkw4hW1mR,3,1782467954610
Magnopriest,Lycanthoth,US,Priest,Discipline,Oracle,Healer,Altar of Fangs,12,2670.9,50162888,18781.2,8,315,,,9|10|147,gHyKA8Bqkw4hW1mR,3,1782467954610
Shudistabya,Benedictus,US,Rogue,Subtlety,Trickster,DPS,Altar of Fangs,12,2670.9,256721340,96117.5,6,315,,,9|10|147,gHyKA8Bqkw4hW1mR,3,1782467954610
Simione,Lycanthoth,US,Mage,Frost,Spellslinger,DPS,Altar of Fangs,12,2670.9,347163339,129979.3,8,315,,,9|10|147,gHyKA8Bqkw4hW1mR,3,1782467954610
Najbolji,Nobundo,US,Warlock,Affliction,Soul Harvester,DPS,Altar of Fangs,12,2670.9,388341623,145396.6,7,315,,,9|10|147,gHyKA8Bqkw4hW1mR,3,1782467954610
Touchingface,Anasterian,US,Paladin,Protection,Unknown,Tank,Altar of Fangs,15,1466.1,293313884,200068.5,0,328,,,9|10|147,AbNncy6FP3x7ZBka,4,1782636291125
Lagrange,Anasterian,US,Evoker,Preservation,Unknown,Healer,Altar of Fangs,15,1466.1,62915382,42914.4,1,328,,,9|10|147,AbNncy6FP3x7ZBka,4,1782636291125
倾世,Zekhan,US,Paladin,Retribution,Unknown,DPS,Altar of Fangs,15,1466.1,430504453,293645.8,1,328,,,9|10|147,AbNncy6FP3x7ZBka,4,1782636291125
七猫群啸,Anasterian,US,Hunter,Marksmanship,Unknown,DPS,Altar of Fangs,15,1466.1,328823353,224289.4,0,328,,,9|10|147,AbNncy6FP3x7ZBka,4,1782636291125
Cannibalpig,Anasterian,US,DeathKnight,Frost,Unknown,DPS,Altar of Fangs,15,1466.1,519820172,354567.8,1,328,,,9|10|147,AbNncy6FP3x7ZBka,4,1782636291125
嘟嘟,Anasterian,US,Paladin,Protection,Lightsmith,Tank,The Blinding Vale,17,1575.4,241210724,153112.2,0,328,446.97,timed,10|9|147,Np6Bkmh912Wxagzv,3,1783356330601
Zorthi,Anasterian,US,Monk,Mistweaver,Conduit of the Celestials,Healer,The Blinding Vale,17,1575.4,108672816,68981.8,1,328,446.97,timed,10|9|147,Np6Bkmh912Wxagzv,3,1783356330601
Vanquish,Zekhan,US,Mage,Arcane,Spellslinger,DPS,The Blinding Vale,17,1575.4,445638856,282876.2,1,328,446.97,timed,10|9|147,Np6Bkmh912Wxagzv,3,1783356330601
Dkmetaagain,Anasterian,US,DeathKnight,Frost,Deathbringer,DPS,The Blinding Vale,17,1575.4,473008897,300249.7,1,328,446.97,timed,10|9|147,Np6Bkmh912Wxagzv,3,1783356330601
Evoquinox,Anasterian,US,Evoker,Augmentation,Scalecommander,DPS,The Blinding Vale,17,1575.4,442131473,280649.8,0,328,446.97,timed,10|9|147,Np6Bkmh912Wxagzv,3,1783356330601
Merkkipeli,Broxigar,EU,Paladin,Protection,Lightsmith,Tank,Den of Nalorakk,12,1641.2,157144293,95749.9,1,321,367.98,timed,10|9|147,d6RbvM8pTPftW1g9,3,1784394976725
Lynmd,Zekhan,EU,Priest,Discipline,Oracle,Healer,Den of Nalorakk,12,1641.2,49658669,30257.6,2,321,367.98,timed,10|9|147,d6RbvM8pTPftW1g9,3,1784394976725
Nickledon,Lycanthoth,EU,Rogue,Assassination,Fatebound,DPS,Den of Nalorakk,12,1641.2,288231525,175623.0,1,321,367.98,timed,10|9|147,d6RbvM8pTPftW1g9,3,1784394976725
Shánks,Vargoth,EU,Shaman,Enhancement,Stormbringer,DPS,Den of Nalorakk,12,1641.2,272479689,166025.2,3,321,367.98,timed,10|9|147,d6RbvM8pTPftW1g9,3,1784394976725
Laku,Nobundo,EU,Mage,Fire,Sunfury,DPS,Den of Nalorakk,12,1641.2,290197989,176821.2,2,321,367.98,timed,10|9|147,d6RbvM8pTPftW1g9,3,1784394976725
Droplet,Lycanthoth,US,DeathKnight,Blood,Deathbringer,Tank,Ruby Life Pools,15,1258.7,209205731,166211.5,0,334,420.83,timed,9|10|147,Kvd32LYPXQDjWpZ8,2,1783965539989
Flamingfists,Benedictus,US,Evoker,Preservation,Flameshaper,Healer,Ruby Life Pools,15,1258.7,116238669,92350.2,2,334,420.83,timed,9|10|147,Kvd32LYPXQDjWpZ8,2,1783965539989
Lugway,Zekhan,US,Warlock,Demonology,Diabolist,DPS,Ruby Life Pools,15,1258.7,296014957,235180.4,0,334,420.83,timed,9|10|147,Kvd32LYPXQDjWpZ8,2,1783965539989
Youngzap,Broxigar,US,Shaman,Enhancement,Stormbringer,DPS,Ruby Life Pools,15,1258.7,284237170,225823.1,0,334,420.83,timed,9|10|147,Kvd32LYPXQDjWpZ8,2,1783965539989
Moncho,Broxigar,US,Warrior,Arms,Colossus,DPS,Ruby Life Pools,15,1258.7,393280594,312456.8,0,334,420.83,timed,9|10|147,Kvd32LYPXQDjWpZ8,2,1783965539989
嘟嘟,Anasterian,CN,Paladin,Protection,Lightsmith,Tank,Den of Nalorakk,15,1746.1,237671409,136117.6,1,328,410.34,timed,10|9|147,7KRqZz6bcvhJTaVm,5,1783237375866
Lrolling,Broxigar,CN,Monk,Mistweaver,Conduit of the Celestials,Healer,Den of Nalorakk,15,1746.1,93973540,53819.9,3,328,410.34,timed,10|9|147,7KRqZz6bcvhJTaVm,5,1783237375866
Chinàshàmmy,Broxigar,CN,Shaman,Enhancement,Stormbringer,DPS,Den of Nalorakk,15,1746.1,382745480,219203.5,1,328,410.34,timed,10|9|147,7KRqZz6bcvhJTaVm,5,1783237375866
Puellapila,Nobundo,CN,Paladin,Retribution,Herald of the Sun,DPS,Den of Nalorakk,15,1746.1,343047275,196467.8,2,328,410.34,timed,10|9|147,7KRqZz6bcvhJTaVm,5,1783237375866
Starbig,Anasterian,CN,Druid,Balance,Elune's Chosen,DPS,Den of Nalorakk,15,1746.1,378365945,216695.3,4,328,410.34,timed,10|9|147,7KRqZz6bcvhJTaVm,5,1783237375866
Kawayowar,Anasterian,CN,Warrior,Protection,Mountain Thane,Tank,Murder Row,15,1830.4,179184331,97892.1,0,328,412.06,timed,10|9|147,fYZ3LBK7mjcxRCr8,4,1783073090071
Medizinmann,Benedictus,CN,Priest,Discipline,Voidweaver,Healer,Murder Row,15,1830.4,108774300,59425.6,3,328,412.06,timed,10|9|147,fYZ3LBK7mjcxRCr8,4,1783073090071
楊少樓,Broxigar,CN,Paladin,Retribution,Herald of the Sun,DPS,Murder Row,15,1830.4,305612114,166962.2,1,328,412.06,timed,10|9|147,fYZ3LBK7mjcxRCr8,4,1783073090071
丶弗瑞奥萨,Broxigar,CN,DeathKnight,Frost,Rider of the Apocalypse,DPS,Murder Row,15,1830.4,426583925,233051.6,0,328,412.06,timed,10|9|147,fYZ3LBK7mjcxRCr8,4,1783073090071
Tonyzh,Benedictus,CN,Evoker,Augmentation,Scalecommander,DPS,Murder Row,15,1830.4,453021939,247495.2,3,328,412.06,timed,10|9|147,fYZ3LBK7mjcxRCr8,4,1783073090071
Lotterry,Anasterian,US,Paladin,Protection,Unknown,Tank,Kings' Rest,18,1601.6,212163633,132471.8,0,334,462.33,timed,9|10|147,A3w6aKRZxfNj7tTp,10,1785051058790
美团搜担担面,Anasterian,US,Monk,Mistweaver,Unknown,Healer,Kings' Rest,18,1601.6,111332338,69514.2,0,334,462.33,timed,9|10|147,A3w6aKRZxfNj7tTp,10,1785051058790
Shinianjian,Anasterian,US,Hunter,BeastMastery,Unknown,DPS,Kings' Rest,18,1601.6,402308586,251195.4,0,334,462.33,timed,9|10|147,A3w6aKRZxfNj7tTp,10,1785051058790
七猫群啸,Anasterian,US,Hunter,Marksmanship,Unknown,DPS,Kings' Rest,18,1601.6,444456376,277511.9,0,334,462.33,timed,9|10|147,A3w6aKRZxfNj7tTp,10,1785051058790
Giftiauwu,Anasterian,US,Hunter,Survival,Unknown,DPS,Kings' Rest,18,1601.6,376769960,235249.5,0,334,462.33,timed,9|10|147,A3w6aKRZxfNj7tTp,10,1785051058790
Tarithaldk,Anasterian,US,DeathKnight,Blood,Deathbringer,Tank,Voidscar Arena,16,1714.8,243482422,141992.7,0,334,426.01,timed,9|10|147,t1pJw2D47zCjhYkM,2,1784993978970
Scytherlight,Anasterian,US,Paladin,Holy,Herald of the Sun,Healer,Voidscar Arena,16,1714.8,43299806,25251.3,0,334,426.01,timed,9|10|147,t1pJw2D47zCjhYkM,2,1784993978970
Ttvtettles,Benedictus,US,Druid,Balance,Elune's Chosen,DPS,Voidscar Arena,16,1714.8,469191463,273620.4,1,334,426.01,timed,9|10|147,t1pJw2D47zCjhYkM,2,1784993978970
Avyde,Anasterian,US,Rogue,Subtlety,Trickster,DPS,Voidscar Arena,16,1714.8,402139408,234517.4,1,334,426.01,timed,9|10|147,t1pJw2D47zCjhYkM,2,1784993978970
