character,server,region,class,spec,hero_talent,role,dungeon,key_level,duration_s,damage_done,dps,deaths,item_level,score,medal,affixes,report_code,fight_id,started_at
Angysh,Anasterian,US,Warlock,Affliction,Soul Harvester,DPS,Altar of Fangs,16,1797.9,527776346,293556.8,1,328,,,9|10|147,ApkatMTm2rwVJbZz,6,1782430408835
Egeosmangurs,Zekhan,EU,DemonHunter,Vengeance,Annihilator,Tank,The Blinding Vale,15,1472.5,177423611,120493.5,0,328,419.49,timed,9|10|147,mq24MrY7H9gpCWwF,1,1783169223925
Medizinmann,Benedictus,EU,Priest,Discipline,Voidweaver,Healer,The Blinding Vale,15,1472.5,108134024,73436.9,0,328,419.49,timed,9|10|147,mq24MrY7H9gpCWwF,1,1783169223925
Dendeka,Broxigar,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,The Blinding Vale,15,1472.5,355157271,241197.5,0,328,419.49,timed,9|10|147,mq24MrY7H9gpCWwF,1,1783169223925
楊少樓,Broxigar,EU,Paladin,Retribution,Herald of the Sun,DPS,The Blinding Vale,15,1472.5,305349608,207371.7,1,328,419.49,timed,9|10|147,mq24MrY7H9gpCWwF,1,1783169223925
Luvsicow,Benedictus,EU,Mage,Arcane,Spellslinger,DPS,The Blinding Vale,15,1472.5,410815030,278996.3,0,328,419.49,timed,9|10|147,mq24MrY7H9gpCWwF,1,1783169223925
Samalia,Lycanthoth,US,Paladin,Protection,Lightsmith,Tank,Voidscar Arena,17,1376.0,245333118,178300.6,2,328,446.19,timed,10|9|147,LbjQCc4HDBx9wK7G,13,1783186033213
Zorthyr,Anasterian,US,Evoker,Preservation,Flameshaper,Healer,Voidscar Arena,17,1376.0,127024377,92317.4,3,328,446.19,timed,10|9|147,LbjQCc4HDBx9wK7G,13,1783186033213
涂山蓝蓝,Broxigar,US,Mage,Arcane,Spellslinger,DPS,Voidscar Arena,17,1376.0,338630500,246106.3,1,328,446.19,timed,10|9|147,LbjQCc4HDBx9wK7G,13,1783186033213
Casualaddict,Benedictus,US,Rogue,Outlaw,Fatebound,DPS,Voidscar Arena,17,1376.0,282230126,205116.3,1,328,446.19,timed,10|9|147,LbjQCc4HDBx9wK7G,13,1783186033213
Voleedk,Anasterian,US,DeathKnight,Frost,Deathbringer,DPS,Voidscar Arena,17,1376.0,346351882,251718.0,2,328,446.19,timed,10|9|147,LbjQCc4HDBx9wK7G,13,1783186033213
Dartøne,Zekhan,EU,Paladin,Protection,Lightsmith,Tank,Ruby Life Pools,15,1258.3,207452286,164873.4,1,334,418.03,timed,10|9|147,ApGgMcR8VNzhBZWK,1,1783777036572
Лфгэнджойер,Benedictus,EU,Priest,Discipline,Voidweaver,Healer,Ruby Life Pools,15,1258.3,120909300,96093.1,2,334,418.03,timed,10|9|147,ApGgMcR8VNzhBZWK,1,1783777036572
Denhix,Broxigar,EU,Mage,Arcane,Spellslinger,DPS,Ruby Life Pools,15,1258.3,278164345,221072.0,2,334,418.03,timed,10|9|147,ApGgMcR8VNzhBZWK,1,1783777036572
Glaern,Nobundo,EU,Shaman,Elemental,Farseer,DPS,Ruby Life Pools,15,1258.3,345958446,274951.6,4,334,418.03,timed,10|9|147,ApGgMcR8VNzhBZWK,1,1783777036572
Achahunt,Lycanthoth,EU,Hunter,Marksmanship,Sentinel,DPS,Ruby Life Pools,15,1258.3,308434807,245129.6,2,334,418.03,timed,10|9|147,ApGgMcR8VNzhBZWK,1,1783777036572
Touchingface,Anasterian,CN,Paladin,Protection,Lightsmith,Tank,Altar of Fangs,19,1983.7,400063800,201677.2,1,334,313.84,none,10|9|147,qfMtzhDBFkYKXgyw,15,1784186555687
Miyano,Anasterian,CN,Evoker,Preservation,Flameshaper,Healer,Altar of Fangs,19,1983.7,147211393,74211.1,3,334,313.84,none,10|9|147,qfMtzhDBFkYKXgyw,15,1784186555687
Nico,Nobundo,CN,Warlock,Destruction,Diabolist,DPS,Altar of Fangs,19,1983.7,690719815,348200.5,3,334,313.84,none,10|9|147,qfMtzhDBFkYKXgyw,15,1784186555687
Giftiauwu,Anasterian,CN,Hunter,Survival,Sentinel,DPS,Altar of Fangs,19,1983.7,627156779,316157.6,3,334,313.84,none,10|9|147,qfMtzhDBFkYKXgyw,15,1784186555687
Zophyrøs,Zekhan,CN,Priest,Shadow,Archon,DPS,Altar of Fangs,19,1983.7,619075488,312083.7,2,334,313.84,none,10|9|147,qfMtzhDBFkYKXgyw,15,1784186555687
Wylerria,Vargoth,EU,Paladin,Protection,Lightsmith,Tank,Ruby Life Pools,12,1038.1,133179037,128290.4,0,321,379.34,timed,9|10|147,wHjKL4dTpt1WyZPb,12,1784495398104
Chaineweaver,Vargoth,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Ruby Life Pools,12,1038.1,73327690,70636.0,1,321,379.34,timed,9|10|147,wHjKL4dTpt1WyZPb,12,1784495398104
Valith,Vargoth,EU,Mage,Arcane,Spellslinger,DPS,Ruby Life Pools,12,1038.1,285150796,274683.7,0,321,379.34,timed,9|10|147,wHjKL4dTpt1WyZPb,12,1784495398104
Fuettdh,Anasterian,EU,DemonHunter,Devourer,Annihilator,DPS,Ruby Life Pools,12,1038.1,241111910,232261.4,1,321,379.34,timed,9|10|147,wHjKL4dTpt1WyZPb,12,1784495398104
Strx,Anasterian,EU,Druid,Balance,Elune's Chosen,DPS,Ruby Life Pools,12,1038.1,243435237,234499.4,1,321,379.34,timed,9|10|147,wHjKL4dTpt1WyZPb,12,1784495398104
Abpaladin,Broxigar,CN,Paladin,Protection,Lightsmith,Tank,Kings' Rest,15,1551.2,176848633,114005.4,1,334,417.43,timed,10|9|147,hzJPrKxHFZM2Vjt7,1,1783595304553
尖刺外壳,Anasterian,CN,Priest,Discipline,Oracle,Healer,Kings' Rest,15,1551.2,54630297,35217.4,0,334,417.43,timed,10|9|147,hzJPrKxHFZM2Vjt7,1,1783595304553
Garryint,Anasterian,CN,Mage,Arcane,Spellslinger,DPS,Kings' Rest,15,1551.2,370901063,239101.3,0,334,417.43,timed,10|9|147,hzJPrKxHFZM2Vjt7,1,1783595304553
Noses,Nobundo,CN,Paladin,Retribution,Templar,DPS,Kings' Rest,15,1551.2,241235118,155512.2,1,334,417.43,timed,10|9|147,hzJPrKxHFZM2Vjt7,1,1783595304553
救火,Nobundo,CN,Shaman,Elemental,Farseer,DPS,Kings' Rest,15,1551.2,330309412,212933.9,1,334,417.43,timed,10|9|147,hzJPrKxHFZM2Vjt7,1,1783595304553
Izenhart,Anasterian,EU,Paladin,Protection,Lightsmith,Tank,Murder Row,16,1706.7,176469550,103396.3,1,334,429.9,timed,9|10|147,6NnXxH4rMaw8Wb72,13,1784834545714
Medizinmann,Benedictus,EU,Priest,Discipline,Voidweaver,Healer,Murder Row,16,1706.7,135509282,79397.0,0,334,429.9,timed,9|10|147,6NnXxH4rMaw8Wb72,13,1784834545714
Magex,Anasterian,EU,Mage,Arcane,Spellslinger,DPS,Murder Row,16,1706.7,426129464,249676.0,1,334,429.9,timed,9|10|147,6NnXxH4rMaw8Wb72,13,1784834545714
Worst,Anasterian,EU,Rogue,Assassination,Fatebound,DPS,Murder Row,16,1706.7,409974945,240210.8,3,334,429.9,timed,9|10|147,6NnXxH4rMaw8Wb72,13,1784834545714
Dpxmm,Lycanthoth,EU,Hunter,Marksmanship,Sentinel,DPS,Murder Row,16,1706.7,548937130,321630.9,0,334,429.9,timed,9|10|147,6NnXxH4rMaw8Wb72,13,1784834545714
Lotterry,Anasterian,US,Paladin,Protection,Lightsmith,Tank,Ruby Life Pools,17,1351.9,254988650,188618.7,1,334,445.52,timed,9|10|147,L9BzTqDxjchadH8V,1,1785047091052
美团搜担担面,Anasterian,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Ruby Life Pools,17,1351.9,83187136,61534.7,1,334,445.52,timed,9|10|147,L9BzTqDxjchadH8V,1,1785047091052
Giftiauwu,Anasterian,US,Hunter,Survival,Sentinel,DPS,Ruby Life Pools,17,1351.9,467926629,346131.8,1,334,445.52,timed,9|10|147,L9BzTqDxjchadH8V,1,1785047091052
Anniecpt,Anasterian,US,Hunter,BeastMastery,Pack Leader,DPS,Ruby Life Pools,17,1351.9,481540318,356202.1,2,334,445.52,timed,9|10|147,L9BzTqDxjchadH8V,1,1785047091052
七猫群啸,Anasterian,US,Hunter,Marksmanship,Sentinel,DPS,Ruby Life Pools,17,1351.9,558918028,413439.4,1,334,445.52,timed,9|10|147,L9BzTqDxjchadH8V,1,1785047091052
Cuttz,Benedictus,EU,DemonHunter,Vengeance,Annihilator,Tank,Ruby Life Pools,10,1270.1,88816175,69927.7,0,321,330.59,timed,160|9|10,ZvKcAqWa8h9pymBw,1,1783910223845
Obionekenobi,Nobundo,EU,Paladin,Holy,Lightsmith,Healer,Ruby Life Pools,10,1270.1,43014712,33866.8,2,321,330.59,timed,160|9|10,ZvKcAqWa8h9pymBw,1,1783910223845
Blinkinpark,Anasterian,EU,Mage,Arcane,Spellslinger,DPS,Ruby Life Pools,10,1270.1,200009601,157473.6,1,321,330.59,timed,160|9|10,ZvKcAqWa8h9pymBw,1,1783910223845
Expiatory,Nobundo,EU,Warrior,Arms,Colossus,DPS,Ruby Life Pools,10,1270.1,248150762,195376.6,1,321,330.59,timed,160|9|10,ZvKcAqWa8h9pymBw,1,1783910223845
Alpinestar,Anasterian,EU,Priest,Shadow,Archon,DPS,Ruby Life Pools,10,1270.1,233177799,183587.9,2,321,330.59,timed,160|9|10,ZvKcAqWa8h9pymBw,1,1783910223845
Monksea,Benedictus,US,Monk,Brewmaster,Master of Harmony,Tank,Den of Nalorakk,18,2193.9,341754209,155775.1,1,334,310.72,none,9|10|147,t1pJw2D47zCjhYkM,11,1785005991586
Meeip,Anasterian,US,Shaman,Restoration,Totemic,Healer,Den of Nalorakk,18,2193.9,63390706,28894.1,6,334,310.72,none,9|10|147,t1pJw2D47zCjhYkM,11,1785005991586
Ttvtettles,Benedictus,US,Druid,Balance,Elune's Chosen,DPS,Den of Nalorakk,18,2193.9,637797694,290714.8,3,334,310.72,none,9|10|147,t1pJw2D47zCjhYkM,11,1785005991586
Wizthal,Anasterian,US,Mage,Arcane,Spellslinger,DPS,Den of Nalorakk,18,2193.9,514749178,234628.0,5,334,310.72,none,9|10|147,t1pJw2D47zCjhYkM,11,1785005991586
Tomelvis,Benedictus,US,Rogue,Outlaw,Trickster,DPS,Den of Nalorakk,18,2193.9,593312192,270437.8,6,334,310.72,none,9|10|147,t1pJw2D47zCjhYkM,11,1785005991586
Tarithaldk,Anasterian,US,DeathKnight,Blood,Deathbringer,Tank,Murder Row,16,1885.3,265931282,141054.9,0,334,319.69,none,9|10|147,wBGCpNRh7aPW9vtX,18,1784156668963
Pròdigy,Anasterian,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Murder Row,16,1885.3,124512962,66044.0,2,334,319.69,none,9|10|147,wBGCpNRh7aPW9vtX,18,1784156668963
Twix,Anasterian,US,Priest,Shadow,Archon,DPS,Murder Row,16,1885.3,465066346,246679.9,5,334,319.69,none,9|10|147,wBGCpNRh7aPW9vtX,18,1784156668963
Charrend,Broxigar,US,Rogue,Assassination,Fatebound,DPS,Murder Row,16,1885.3,332861023,176555.7,5,334,319.69,none,9|10|147,wBGCpNRh7aPW9vtX,18,1784156668963
Banshers,Benedictus,US,Hunter,Marksmanship,Sentinel,DPS,Murder Row,16,1885.3,603428462,320069.8,0,334,319.69,none,9|10|147,wBGCpNRh7aPW9vtX,18,1784156668963
Kirabrew,Nobundo,CN,Monk,Brewmaster,Shado-Pan,Tank,Altar of Fangs,16,1465.4,261793177,178649.1,0,328,,,10|9|147,hvjDa4z8rPXwpKnx,9,1782669607810
Bionix,Lycanthoth,CN,Shaman,Restoration,Totemic,Healer,Altar of Fangs,16,1465.4,1663791,1135.4,1,328,,,10|9|147,hvjDa4z8rPXwpKnx,9,1782669607810
Cannibalgrip,Anasterian,CN,DeathKnight,Frost,Rider of the Apocalypse,DPS,Altar of Fangs,16,1465.4,586003740,399892.3,1,328,,,10|9|147,hvjDa4z8rPXwpKnx,9,1782669607810
涂山图图,Broxigar,CN,Warrior,Arms,Colossus,DPS,Altar of Fangs,16,1465.4,475319440,324360.7,1,328,,,10|9|147,hvjDa4z8rPXwpKnx,9,1782669607810
Frywa,Benedictus,CN,Paladin,Retribution,Templar,DPS,Altar of Fangs,16,1465.4,397643670,271354.3,3,328,,,10|9|147,hvjDa4z8rPXwpKnx,9,1782669607810
Soulvenge,Zekhan,EU,DemonHunter,Vengeance,Annihilator,Tank,Altar of Fangs,12,1642.9,194022194,118100.6,1,315,,,10|9|147,BcTnxpYamrg3AbZK,2,1782489989404
Dalfaëran,Anasterian,EU,Shaman,Restoration,Totemic,Healer,Altar of Fangs,12,1642.9,42132318,25645.8,1,315,,,10|9|147,BcTnxpYamrg3AbZK,2,1782489989404
Chmini,Lycanthoth,EU,Shaman,Elemental,Farseer,DPS,Altar of Fangs,12,1642.9,360794932,219614.6,3,315,,,10|9|147,BcTnxpYamrg3AbZK,2,1782489989404
Ercmage,Anasterian,EU,Mage,Arcane,Spellslinger,DPS,Altar of Fangs,12,1642.9,286380540,174318.8,2,315,,,10|9|147,BcTnxpYamrg3AbZK,2,1782489989404
Crolley,Lycanthoth,EU,Hunter,BeastMastery,Pack Leader,DPS,Altar of Fangs,12,1642.9,331656200,201878.0,1,315,,,10|9|147,BcTnxpYamrg3AbZK,2,1782489989404
火爆腰花,Anasterian,CN,DemonHunter,Vengeance,Annihilator,Tank,Kings' Rest,15,1596.7,166443347,104240.3,0,334,416.29,timed,10|9|147,9J8TQK1VXBtqw6dG,4,1783561670485
Koi,Anasterian,CN,Monk,Mistweaver,Conduit of the Celestials,Healer,Kings' Rest,15,1596.7,72967215,45698.0,0,334,416.29,timed,10|9|147,9J8TQK1VXBtqw6dG,4,1783561670485
Gesongmage,Anasterian,CN,Mage,Arcane,Spellslinger,DPS,Kings' Rest,15,1596.7,378300851,236922.7,0,334,416.29,timed,10|9|147,9J8TQK1VXBtqw6dG,4,1783561670485
Mengquan,Broxigar,CN,Warlock,Demonology,Diabolist,DPS,Kings' Rest,15,1596.7,310695064,194582.5,3,334,416.29,timed,10|9|147,9J8TQK1VXBtqw6dG,4,1783561670485
Vanquish,Zekhan,CN,Mage,Arcane,Spellslinger,DPS,Kings' Rest,15,1596.7,308757132,193368.8,1,334,416.29,timed,10|9|147,9J8TQK1VXBtqw6dG,4,1783561670485
Skillknight,Lycanthoth,EU,DeathKnight,Blood,Deathbringer,Tank,Kings' Rest,15,2215.9,228395714,103073.5,3,334,311.44,none,9|10|147,KMkQXWjdFr1D9JTq,7,1783865939317
Viirus,Lycanthoth,EU,Priest,Holy,Oracle,Healer,Kings' Rest,15,2215.9,68039705,30705.9,3,334,311.44,none,9|10|147,KMkQXWjdFr1D9JTq,7,1783865939317
Marekkytwo,Zekhan,EU,Mage,Frost,Spellslinger,DPS,Kings' Rest,15,2215.9,361108998,162966.1,9,334,311.44,none,9|10|147,KMkQXWjdFr1D9JTq,7,1783865939317
Strike,Anasterian,EU,Warrior,Arms,Colossus,DPS,Kings' Rest,15,2215.9,399195623,180154.4,3,334,311.44,none,9|10|147,KMkQXWjdFr1D9JTq,7,1783865939317
Blessem,Zekhan,EU,Paladin,Retribution,Templar,DPS,Kings' Rest,15,2215.9,312246275,140914.7,6,334,311.44,none,9|10|147,KMkQXWjdFr1D9JTq,7,1783865939317
Arkmonk,Nemesis,US,Monk,Brewmaster,Unknown,Tank,Ruby Life Pools,9,1528.3,289095310,189163.0,2,516,154.15,,9|134,dpzy7AWbHQFT3n82,1,1782270099166
Mandragon,Dragonmaw,US,Evoker,Preservation,Unknown,Healer,Ruby Life Pools,9,1528.3,24870288,16273.3,6,507,154.15,,9|134,dpzy7AWbHQFT3n82,1,1782270099166
Canyuh,Thrall,US,Hunter,BeastMastery,Unknown,DPS,Ruby Life Pools,9,1528.3,357788701,234110.9,5,518,154.15,,9|134,dpzy7AWbHQFT3n82,1,1782270099166
Zahgadal,Azralon,US,Paladin,Retribution,Unknown,DPS,Ruby Life Pools,9,1528.3,413554470,270600.0,3,513,154.15,,9|134,dpzy7AWbHQFT3n82,1,1782270099166
Otulissa,TheForgottenCoast,US,Paladin,Retribution,Unknown,DPS,Ruby Life Pools,9,1528.3,294901237,192961.9,7,520,154.15,,9|134,dpzy7AWbHQFT3n82,1,1782270099166
Holyjaar,Nobundo,EU,Paladin,Protection,Lightsmith,Tank,The Blinding Vale,17,1574.0,242999780,154382.0,0,328,446.15,timed,9|10|147,VxDmMztq2ckdv7YX,10,1783347452094
Nobearform,Broxigar,EU,Priest,Discipline,Oracle,Healer,The Blinding Vale,17,1574.0,55135788,35028.7,2,328,446.15,timed,9|10|147,VxDmMztq2ckdv7YX,10,1783347452094
Awfulclass,Anasterian,EU,DemonHunter,Havoc,Fel-Scarred,DPS,The Blinding Vale,17,1574.0,432452799,274744.9,0,328,446.15,timed,9|10|147,VxDmMztq2ckdv7YX,10,1783347452094
Zorthar,Anasterian,EU,Shaman,Elemental,Farseer,DPS,The Blinding Vale,17,1574.0,487225143,309542.7,1,328,446.15,timed,9|10|147,VxDmMztq2ckdv7YX,10,1783347452094
Khaelt,Benedictus,EU,Mage,Arcane,Spellslinger,DPS,The Blinding Vale,17,1574.0,496606835,315503.0,3,328,446.15,timed,9|10|147,VxDmMztq2ckdv7YX,10,1783347452094
Bethdr,Anasterian,US,Druid,Guardian,Elune's Chosen,Tank,Altar of Fangs,12,1763.2,136318914,77315.3,3,315,,,10|9|147,akDq6xmZKCV19YH8,1,1782691040799
Divinestorm,Benedictus,US,Paladin,Holy,Lightsmith,Healer,Altar of Fangs,12,1763.2,66816355,37895.9,3,315,,,10|9|147,akDq6xmZKCV19YH8,1,1782691040799
Rendohr,Lycanthoth,US,DeathKnight,Frost,Rider of the Apocalypse,DPS,Altar of Fangs,12,1763.2,433146446,245665.6,3,315,,,10|9|147,akDq6xmZKCV19YH8,1,1782691040799
Augtoberfest,Benedictus,US,Evoker,Augmentation,Scalecommander,DPS,Altar of Fangs,12,1763.2,293335115,166369.4,2,315,,,10|9|147,akDq6xmZKCV19YH8,1,1782691040799
Rawwrdh,Anasterian,US,DemonHunter,Havoc,Fel-Scarred,DPS,Altar of Fangs,12,1763.2,386220151,219050.6,3,315,,,10|9|147,akDq6xmZKCV19YH8,1,1782691040799
Kiryshima,Vargoth,US,Paladin,Protection,Lightsmith,Tank,Den of Nalorakk,15,1460.4,195451998,133839.1,0,334,418.56,timed,10|9|147,6gTqLzRADwyprnGH,5,1784405270104
Bovasir,Benedictus,US,Shaman,Restoration,Totemic,Healer,Den of Nalorakk,15,1460.4,51640722,35361.9,0,334,418.56,timed,10|9|147,6gTqLzRADwyprnGH,5,1784405270104
Raiderlv,Nobundo,US,DemonHunter,Devourer,Annihilator,DPS,Den of Nalorakk,15,1460.4,369465672,252997.9,0,334,418.56,timed,10|9|147,6gTqLzRADwyprnGH,5,1784405270104
Marekky,Zekhan,US,Mage,Arcane,Spellslinger,DPS,Den of Nalorakk,15,1460.4,342949391,234840.4,0,334,418.56,timed,10|9|147,6gTqLzRADwyprnGH,5,1784405270104
Jfunk,Broxigar,US,Monk,Windwalker,Conduit of the Celestials,DPS,Den of Nalorakk,15,1460.4,363266466,248752.8,2,334,418.56,timed,10|9|147,6gTqLzRADwyprnGH,5,1784405270104
Fufumiku,Anasterian,CN,Paladin,Protection,Lightsmith,Tank,Kings' Rest,17,1762.5,267391882,151715.0,0,334,443.43,timed,9|10|147,Y3Q2CvkpML1P7aZm,1,1783955002166
Bkevoker,Anasterian,CN,Evoker,Preservation,Flameshaper,Healer,Kings' Rest,17,1762.5,114156353,64771.0,1,334,443.43,timed,9|10|147,Y3Q2CvkpML1P7aZm,1,1783955002166
Mycsdk,Broxigar,CN,DeathKnight,Frost,Deathbringer,DPS,Kings' Rest,17,1762.5,399216431,226510.7,0,334,443.43,timed,9|10|147,Y3Q2CvkpML1P7aZm,1,1783955002166
Juanmage,Lycanthoth,CN,Mage,Arcane,Spellslinger,DPS,Kings' Rest,17,1762.5,319387706,181216.8,2,326,443.43,timed,9|10|147,Y3Q2CvkpML1P7aZm,1,1783955002166
Ever,Broxigar,CN,Shaman,Elemental,Farseer,DPS,Kings' Rest,17,1762.5,359282451,203852.6,0,334,443.43,timed,9|10|147,Y3Q2CvkpML1P7aZm,1,1783955002166
Exwindqs,Nobundo,US,Paladin,Protection,Lightsmith,Tank,Den of Nalorakk,15,1899.1,219008527,115321.4,1,328,316.77,none,10|9|147,NbmQqL4vh6DaCTVW,2,1783400708843
Puddingpal,Anasterian,US,Paladin,Holy,Lightsmith,Healer,Den of Nalorakk,15,1899.1,64503140,33964.8,2,328,316.77,none,10|9|147,NbmQqL4vh6DaCTVW,2,1783400708843
二队治疗,Anasterian,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Den of Nalorakk,15,1899.1,362825934,191050.0,2,328,316.77,none,10|9|147,NbmQqL4vh6DaCTVW,2,1783400708843
Hellomurloc,Anasterian,US,Warlock,Demonology,Diabolist,DPS,Den of Nalorakk,15,1899.1,301598099,158809.8,7,328,316.77,none,10|9|147,NbmQqL4vh6DaCTVW,2,1783400708843
Henxuumage,Anasterian,US,Mage,Arcane,Spellslinger,DPS,Den of Nalorakk,15,1899.1,255150948,134352.6,3,328,316.77,none,10|9|147,NbmQqL4vh6DaCTVW,2,1783400708843
Falkaire,Anasterian,EU,Paladin,Protection,Templar,Tank,Kings' Rest,12,2468.6,205863960,83393.7,2,321,306.93,none,9|10|147,aWwRmQ8trZygL2Np,1,1783967353469
Detend,Anasterian,EU,Paladin,Holy,Herald of the Sun,Healer,Kings' Rest,12,2468.6,35043508,14195.8,5,321,306.93,none,9|10|147,aWwRmQ8trZygL2Np,1,1783967353469
Plïnn,Benedictus,EU,Mage,Arcane,Spellslinger,DPS,Kings' Rest,12,2468.6,284220259,115135.2,8,321,306.93,none,9|10|147,aWwRmQ8trZygL2Np,1,1783967353469
Rupe,Anasterian,EU,Druid,Balance,Elune's Chosen,DPS,Kings' Rest,12,2468.6,141721408,57410.1,4,321,306.93,none,9|10|147,aWwRmQ8trZygL2Np,1,1783967353469
Buffenhance,Broxigar,EU,Shaman,Elemental,Farseer,DPS,Kings' Rest,12,2468.6,431906887,174961.8,7,321,306.93,none,9|10|147,aWwRmQ8trZygL2Np,1,1783967353469
Bufftanks,Zekhan,US,Paladin,Protection,Lightsmith,Tank,Altar of Fangs,12,1875.2,172052871,91751.8,4,315,,,10|9|147,pAhqLdrzvnK2tmTC,1,1782525098687
Shammyspoons,Lycanthoth,US,Shaman,Restoration,Totemic,Healer,Altar of Fangs,12,1875.2,24396589,13010.1,4,315,,,10|9|147,pAhqLdrzvnK2tmTC,1,1782525098687
Jayywar,Broxigar,US,Warrior,Fury,Slayer,DPS,Altar of Fangs,12,1875.2,355367601,189509.4,6,315,,,10|9|147,pAhqLdrzvnK2tmTC,1,1782525098687
Dalote,Broxigar,US,Warlock,Affliction,Soul Harvester,DPS,Altar of Fangs,12,1875.2,464845973,247891.7,4,315,,,10|9|147,pAhqLdrzvnK2tmTC,1,1782525098687
Kaypers,Anasterian,US,Hunter,Survival,Sentinel,DPS,Altar of Fangs,12,1875.2,340642531,181656.8,4,315,,,10|9|147,pAhqLdrzvnK2tmTC,1,1782525098687
Snowdht,Anasterian,US,DemonHunter,Vengeance,Annihilator,Tank,Ruby Life Pools,19,1469.0,239075469,162746.9,0,334,476.45,timed,10|9|147,PGdVJgQjM1hkTvLW,1,1783770790685
性感东方,Anasterian,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Ruby Life Pools,19,1469.0,122923837,83678.5,1,334,476.45,timed,10|9|147,PGdVJgQjM1hkTvLW,1,1783770790685
Mélusine,Anasterian,US,Priest,Shadow,Archon,DPS,Ruby Life Pools,19,1469.0,444014338,302255.8,1,334,476.45,timed,10|9|147,PGdVJgQjM1hkTvLW,1,1783770790685
Buraburamage,Anasterian,US,Mage,Arcane,Spellslinger,DPS,Ruby Life Pools,19,1469.0,423272257,288135.9,0,334,476.45,timed,10|9|147,PGdVJgQjM1hkTvLW,1,1783770790685
阿揪揪,Anasterian,US,Druid,Balance,Elune's Chosen,DPS,Ruby Life Pools,19,1469.0,548897300,373653.2,0,334,476.45,timed,10|9|147,PGdVJgQjM1hkTvLW,1,1783770790685
Goosemonster,Lycanthoth,US,Paladin,Protection,Lightsmith,Tank,Ruby Life Pools,18,1441.9,271113880,188021.1,1,334,461.38,timed,9|10|147,ZV7DLPGbfwvgHNt2,10,1783797131492
Sabwalker,Zekhan,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Ruby Life Pools,18,1441.9,111941805,77633.2,1,334,461.38,timed,9|10|147,ZV7DLPGbfwvgHNt2,10,1783797131492
Ttvtettles,Benedictus,US,Druid,Balance,Elune's Chosen,DPS,Ruby Life Pools,18,1441.9,510080620,353747.8,1,334,461.38,timed,9|10|147,ZV7DLPGbfwvgHNt2,10,1783797131492
Dabnel,Benedictus,US,Monk,Windwalker,Conduit of the Celestials,DPS,Ruby Life Pools,18,1441.9,389214523,269925.5,1,334,461.38,timed,9|10|147,ZV7DLPGbfwvgHNt2,10,1783797131492
Wizthal,Anasterian,US,Mage,Arcane,Spellslinger,DPS,Ruby Life Pools,18,1441.9,530112239,367640.0,0,334,461.38,timed,9|10|147,ZV7DLPGbfwvgHNt2,10,1783797131492
Kawayowar,Anasterian,US,Warrior,Protection,Unknown,Tank,Altar of Fangs,14,1893.3,182640080,96466.5,1,315,,,10|9|147,8Pm1WHKx6vYkyzqw,2,1782574059518
Hellrevenge,Anasterian,US,Druid,Restoration,Unknown,Healer,Altar of Fangs,14,1893.3,5211936,2752.8,2,315,,,10|9|147,8Pm1WHKx6vYkyzqw,2,1782574059518
Zigui,Anasterian,US,DeathKnight,Frost,Unknown,DPS,Altar of Fangs,14,1893.3,465125136,245668.9,2,315,,,10|9|147,8Pm1WHKx6vYkyzqw,2,1782574059518
Dkbblabu,Nobundo,US,DeathKnight,Unholy,Unknown,DPS,Altar of Fangs,14,1893.3,482171950,254672.6,2,315,,,10|9|147,8Pm1WHKx6vYkyzqw,2,1782574059518
Kassaaug,Anasterian,US,Evoker,Augmentation,Unknown,DPS,Altar of Fangs,14,1893.3,394893248,208573.9,1,315,,,10|9|147,8Pm1WHKx6vYkyzqw,2,1782574059518
Kotu,Broxigar,US,Paladin,Protection,Lightsmith,Tank,Altar of Fangs,17,1821.2,287826383,158044.2,1,328,314.74,none,10|9|147,QywCFxKknV98pYa4,3,1783008249806
Flamingfist,Benedictus,US,Monk,Mistweaver,Master of Harmony,Healer,Altar of Fangs,17,1821.2,96544667,53012.2,5,328,314.74,none,10|9|147,QywCFxKknV98pYa4,3,1783008249806
Musguete,Nobundo,US,Rogue,Assassination,Fatebound,DPS,Altar of Fangs,17,1821.2,422156009,231803.9,4,328,314.74,none,10|9|147,QywCFxKknV98pYa4,3,1783008249806
Azunaa,Anasterian,US,Mage,Arcane,Spellslinger,DPS,Altar of Fangs,17,1821.2,583381157,320331.9,3,328,314.74,none,10|9|147,QywCFxKknV98pYa4,3,1783008249806
Zorthar,Anasterian,US,Shaman,Elemental,Farseer,DPS,Altar of Fangs,17,1821.2,587482404,322583.9,4,328,314.74,none,10|9|147,QywCFxKknV98pYa4,3,1783008249806
Dunklerr,Anasterian,US,Druid,Guardian,Elune's Chosen,Tank,Altar of Fangs,12,1843.6,186218596,101006.9,2,315,,,9|10|147,gaqRnCmNvMZ2L3T8,1,1782585646484
