subset,class,spec,role,key_level,parses,runs,avg_dps,median_dps,p90_dps,avg_deaths,deathless_pct,avg_item_level
all,DeathKnight,Blood,Tank,10,33,33,106083,111390,131659,1.18,48.5,319.0
all,DeathKnight,Blood,Tank,11,3,3,120721,141848,143774,1.67,33.3,319.0
all,DeathKnight,Blood,Tank,12,176,176,112226,106394,163443,1.15,47.2,319.3
all,DeathKnight,Blood,Tank,13,7,7,121151,112899,147381,1.0,57.1,321.0
all,DeathKnight,Blood,Tank,14,32,32,130108,131166,167002,1.03,34.4,319.9
all,DeathKnight,Blood,Tank,15,310,310,147739,145045,197438,0.62,62.6,333.3
all,DeathKnight,Blood,Tank,16,100,100,163998,160838,204290,0.76,59.0,332.5
all,DeathKnight,Blood,Tank,17,111,111,181253,180977,238771,0.67,64.0,333.0
all,DeathKnight,Blood,Tank,18,170,170,195690,190474,258624,0.64,65.9,333.6
all,DeathKnight,Blood,Tank,19,82,82,234176,234010,295932,0.29,86.6,334.0
all,DeathKnight,Blood,Tank,20,21,21,210216,210850,246830,1.43,66.7,334.0
all,DeathKnight,Frost,DPS,5,1,1,69498,69498,69498,7.0,0.0,292.0
all,DeathKnight,Frost,DPS,10,23,23,185204,212498,246991,1.96,21.7,317.3
all,DeathKnight,Frost,DPS,11,3,3,150130,167772,189494,5.33,0.0,315.0
all,DeathKnight,Frost,DPS,12,139,139,193913,201667,251314,2.43,20.1,317.2
all,DeathKnight,Frost,DPS,13,9,8,136724,144731,159653,2.22,11.1,319.0
all,DeathKnight,Frost,DPS,14,10,10,201018,196137,250847,3.1,0.0,317.4
all,DeathKnight,Frost,DPS,15,246,233,239991,233458,324952,1.78,28.9,331.1
all,DeathKnight,Frost,DPS,16,105,104,270989,255011,367661,1.77,31.4,330.5
all,DeathKnight,Frost,DPS,17,120,114,270278,265896,332622,1.75,31.7,330.1
all,DeathKnight,Frost,DPS,18,162,148,299433,297587,376169,1.65,27.8,330.6
all,DeathKnight,Frost,DPS,19,76,70,316517,314870,368370,1.41,34.2,331.4
all,DeathKnight,Frost,DPS,20,32,32,337803,335752,385812,0.97,43.8,333.1
all,DeathKnight,Unholy,DPS,2,1,1,81844,81844,81844,0.0,100.0,279.0
all,DeathKnight,Unholy,DPS,5,1,1,132353,132353,132353,0.0,100.0,285.0
all,DeathKnight,Unholy,DPS,10,34,34,150723,142100,199843,2.53,20.6,319.4
all,DeathKnight,Unholy,DPS,11,4,4,186148,189047,194731,6.0,25.0,318.0
all,DeathKnight,Unholy,DPS,12,120,116,178678,171036,239249,2.94,35.0,317.6
all,DeathKnight,Unholy,DPS,13,3,3,176284,190778,201320,1.67,0.0,319.0
all,DeathKnight,Unholy,DPS,14,13,13,191013,188165,254673,2.15,23.1,319.2
all,DeathKnight,Unholy,DPS,15,136,136,236846,234160,308172,1.61,27.2,332.1
all,DeathKnight,Unholy,DPS,16,45,45,267250,269336,334669,1.58,22.2,332.0
all,DeathKnight,Unholy,DPS,17,59,59,261524,248629,337007,2.07,32.2,332.6
all,DeathKnight,Unholy,DPS,18,69,69,297692,304492,366693,1.81,26.1,333.2
all,DeathKnight,Unholy,DPS,19,39,36,279889,294360,353209,1.38,35.9,333.4
all,DeathKnight,Unholy,DPS,20,9,9,312267,294640,372657,3.89,0.0,333.3
all,DemonHunter,Devourer,DPS,2,2,2,105132,105132,131276,1.0,50.0,279.0
all,DemonHunter,Devourer,DPS,5,1,1,76116,76116,76116,12.0,0.0,292.0
all,DemonHunter,Devourer,DPS,10,22,20,151279,140243,206717,3.36,18.2,319.1
all,DemonHunter,Devourer,DPS,11,7,7,151723,157559,170621,2.86,42.9,319.3
all,DemonHunter,Devourer,DPS,12,195,190,167183,167203,218316,2.72,9.7,319.4
all,DemonHunter,Devourer,DPS,13,9,9,185932,182248,237199,3.22,22.2,319.7
all,DemonHunter,Devourer,DPS,14,12,12,210838,217012,266016,4.42,0.0,321.0
all,DemonHunter,Devourer,DPS,15,245,243,235300,237910,298570,2.33,18.8,333.2
all,DemonHunter,Devourer,DPS,16,82,82,248662,233986,318416,2.26,15.9,333.7
all,DemonHunter,Devourer,DPS,17,118,113,270778,272751,326340,1.78,29.7,333.7
all,DemonHunter,Devourer,DPS,18,231,218,302706,306407,381356,2.13,16.5,333.9
all,DemonHunter,Devourer,DPS,19,179,166,333974,332788,392182,1.62,26.3,334.0
all,DemonHunter,Devourer,DPS,20,45,45,335253,335424,400990,2.47,26.7,334.0
all,DemonHunter,Havoc,DPS,10,17,17,153252,145294,199674,2.71,5.9,317.5
all,DemonHunter,Havoc,DPS,11,1,1,199492,199492,199492,7.0,0.0,315.0
all,DemonHunter,Havoc,DPS,12,50,50,157378,160125,217460,2.72,18.0,317.8
all,DemonHunter,Havoc,DPS,13,2,2,193608,193608,232825,3.0,0.0,303.0
all,DemonHunter,Havoc,DPS,14,6,6,179834,163459,225753,3.67,16.7,321.0
all,DemonHunter,Havoc,DPS,15,57,57,210480,203730,263511,2.6,10.5,330.6
all,DemonHunter,Havoc,DPS,16,19,19,228458,226960,287137,2.95,26.3,329.6
all,DemonHunter,Havoc,DPS,17,15,14,246862,254253,286330,1.67,26.7,330.8
all,DemonHunter,Havoc,DPS,18,22,22,258566,261321,327228,2.45,27.3,332.4
all,DemonHunter,Havoc,DPS,19,1,1,186889,186889,186889,5.0,0.0,328.0
all,DemonHunter,Havoc,DPS,20,3,3,265535,267528,283190,4.0,0.0,332.0
all,DemonHunter,Vengeance,Tank,2,1,1,52398,52398,52398,0.0,100.0,279.0
all,DemonHunter,Vengeance,Tank,8,1,1,184606,184606,184606,0.0,100.0,518.0
all,DemonHunter,Vengeance,Tank,10,24,24,81897,73556,103304,1.83,37.5,318.2
all,DemonHunter,Vengeance,Tank,11,3,3,73070,58731,94189,3.0,33.3,319.0
all,DemonHunter,Vengeance,Tank,12,80,80,97625,98223,125657,1.74,36.2,318.5
all,DemonHunter,Vengeance,Tank,13,2,2,86666,86666,100404,1.0,50.0,318.0
all,DemonHunter,Vengeance,Tank,14,7,7,119164,123471,130113,0.29,71.4,319.3
all,DemonHunter,Vengeance,Tank,15,132,132,124396,122534,174213,1.28,44.7,332.7
all,DemonHunter,Vengeance,Tank,16,36,36,148108,150342,172485,0.86,58.3,331.8
all,DemonHunter,Vengeance,Tank,17,57,57,152148,146923,185028,1.19,49.1,332.3
all,DemonHunter,Vengeance,Tank,18,26,26,176750,177726,214871,0.88,57.7,333.5
all,DemonHunter,Vengeance,Tank,19,24,24,164554,162406,227763,0.92,70.8,333.5
all,DemonHunter,Vengeance,Tank,20,7,7,215474,201143,236088,0.0,100.0,334.0
all,Druid,Balance,DPS,2,1,1,134507,134507,134507,0.0,100.0,279.0
all,Druid,Balance,DPS,5,1,1,87904,87904,87904,10.0,0.0,292.0
all,Druid,Balance,DPS,10,11,11,160207,172651,183874,3.36,9.1,318.3
all,Druid,Balance,DPS,11,3,3,219376,202467,249977,3.0,33.3,321.0
all,Druid,Balance,DPS,12,138,136,183991,185994,229612,2.39,17.4,319.9
all,Druid,Balance,DPS,13,4,4,201980,198050,225128,3.0,0.0,321.0
all,Druid,Balance,DPS,14,8,8,213079,215645,271406,3.38,0.0,318.4
all,Druid,Balance,DPS,15,310,307,229688,225738,291270,2.26,20.6,333.4
all,Druid,Balance,DPS,16,88,88,256543,256838,317616,2.02,26.1,333.2
all,Druid,Balance,DPS,17,130,130,256902,254818,314985,2.34,16.2,333.9
all,Druid,Balance,DPS,18,195,195,289983,297462,355494,2.83,18.5,334.0
all,Druid,Balance,DPS,19,80,80,310696,320724,373580,1.99,18.8,333.5
all,Druid,Balance,DPS,20,50,50,315808,331023,365370,3.12,22.0,334.0
all,Druid,Feral,DPS,8,1,1,266175,266175,266175,0.0,100.0,519.0
all,Druid,Feral,DPS,10,2,2,115842,115842,126337,4.0,0.0,315.0
all,Druid,Feral,DPS,11,4,4,169277,171340,190499,0.75,25.0,321.0
all,Druid,Feral,DPS,12,37,37,168698,168350,205526,3.08,16.2,317.6
all,Druid,Feral,DPS,13,1,1,162316,162316,162316,7.0,0.0,315.0
all,Druid,Feral,DPS,14,1,1,247582,247582,247582,0.0,100.0,321.0
all,Druid,Feral,DPS,15,47,47,240482,239564,296691,1.72,27.7,331.6
all,Druid,Feral,DPS,16,5,5,213173,215796,236544,4.0,0.0,331.6
all,Druid,Feral,DPS,17,28,28,272586,279073,322154,4.04,7.1,332.7
all,Druid,Feral,DPS,18,17,17,295948,282564,343135,2.29,5.9,331.9
all,Druid,Feral,DPS,19,10,10,264254,271568,306980,1.8,20.0,329.2
all,Druid,Guardian,Tank,5,1,1,65879,65879,65879,0.0,100.0,285.0
all,Druid,Guardian,Tank,10,10,10,83500,78606,101313,3.1,20.0,317.4
all,Druid,Guardian,Tank,11,7,7,91759,81305,126529,1.57,0.0,316.7
all,Druid,Guardian,Tank,12,74,74,86013,83000,106474,2.27,27.0,317.6
all,Druid,Guardian,Tank,13,1,1,112370,112370,112370,0.0,100.0,321.0
all,Druid,Guardian,Tank,14,5,5,112258,116157,116315,0.0,100.0,319.8
all,Druid,Guardian,Tank,15,74,74,120627,113488,163515,0.78,50.0,332.2
all,Druid,Guardian,Tank,16,7,7,114391,115084,126267,1.14,42.9,332.3
all,Druid,Guardian,Tank,17,14,14,138647,128489,175433,1.71,50.0,334.0
all,Druid,Guardian,Tank,18,9,9,160159,169543,169709,0.22,88.9,334.0
all,Druid,Guardian,Tank,19,8,8,183076,197132,203433,0.38,62.5,334.0
all,Druid,Restoration,Healer,10,3,3,10246,6454,17266,1.67,33.3,315.0
all,Druid,Restoration,Healer,11,3,3,6555,7386,7386,7.67,0.0,305.0
all,Druid,Restoration,Healer,12,59,59,6846,5461,13739,3.31,11.9,318.4
all,Druid,Restoration,Healer,14,5,5,11325,6950,23718,2.2,20.0,316.2
all,Druid,Restoration,Healer,15,61,61,12148,8354,22390,2.18,18.0,332.8
all,Druid,Restoration,Healer,16,17,17,14790,11059,26590,3.65,0.0,330.6
all,Druid,Restoration,Healer,17,25,25,27174,24027,52332,2.12,12.0,332.2
all,Druid,Restoration,Healer,18,25,25,16432,15968,27012,1.48,20.0,332.9
all,Druid,Restoration,Healer,19,3,3,24325,24324,24326,4.0,0.0,334.0
all,Evoker,Augmentation,DPS,10,22,22,151953,152012,178359,2.5,13.6,318.8
all,Evoker,Augmentation,DPS,11,1,1,118697,118697,118697,10.0,0.0,315.0
all,Evoker,Augmentation,DPS,12,155,155,154754,156586,204955,2.31,23.9,318.2
all,Evoker,Augmentation,DPS,13,10,10,149690,148164,171701,4.7,10.0,319.8
all,Evoker,Augmentation,DPS,14,25,25,178517,171040,217891,2.32,12.0,319.1
all,Evoker,Augmentation,DPS,15,128,128,207677,209115,258178,2.38,14.1,330.5
all,Evoker,Augmentation,DPS,16,30,30,216800,232859,262086,4.13,26.7,329.3
all,Evoker,Augmentation,DPS,17,64,64,252165,254329,297751,1.72,26.6,330.2
all,Evoker,Augmentation,DPS,18,22,22,277708,291948,350312,1.36,31.8,331.3
all,Evoker,Augmentation,DPS,19,10,10,295469,304309,338557,1.6,20.0,330.4
all,Evoker,Devastation,DPS,10,9,9,164963,179646,213759,3.0,22.2,319.0
all,Evoker,Devastation,DPS,11,4,4,215260,215250,231602,1.5,50.0,318.0
all,Evoker,Devastation,DPS,12,61,56,165449,163720,198354,2.54,13.1,317.7
all,Evoker,Devastation,DPS,13,1,1,172214,172214,172214,1.0,0.0,321.0
all,Evoker,Devastation,DPS,14,7,7,170827,186964,187276,2.29,0.0,321.0
all,Evoker,Devastation,DPS,15,38,38,223499,225112,264206,2.74,13.2,332.9
all,Evoker,Devastation,DPS,16,4,4,228154,225993,247598,2.5,25.0,332.5
all,Evoker,Devastation,DPS,17,6,6,158032,158837,207174,10.5,0.0,331.0
all,Evoker,Devastation,DPS,18,3,3,217997,210510,228484,2.67,0.0,334.0
all,Evoker,Preservation,Healer,2,1,1,9932,9932,9932,2.0,0.0,279.0
all,Evoker,Preservation,Healer,9,1,1,16273,16273,16273,6.0,0.0,507.0
all,Evoker,Preservation,Healer,10,9,9,30035,19308,55075,4.78,0.0,316.3
all,Evoker,Preservation,Healer,11,1,1,48309,48309,48309,2.0,0.0,321.0
all,Evoker,Preservation,Healer,12,69,69,32318,30294,57509,3.28,11.6,318.4
all,Evoker,Preservation,Healer,13,1,1,36723,36723,36723,1.0,0.0,321.0
all,Evoker,Preservation,Healer,14,8,8,25149,17826,40005,2.75,0.0,316.5
all,Evoker,Preservation,Healer,15,116,116,59824,56300,96600,2.74,19.0,332.1
all,Evoker,Preservation,Healer,16,37,37,64250,65306,96883,2.81,10.8,332.4
all,Evoker,Preservation,Healer,17,31,31,66909,69654,94162,3.19,9.7,332.8
all,Evoker,Preservation,Healer,18,42,42,78488,85834,95340,2.67,11.9,332.9
all,Evoker,Preservation,Healer,19,24,24,81687,79782,101888,1.83,29.2,334.0
all,Evoker,Preservation,Healer,20,14,14,76119,83073,92623,3.57,14.3,333.1
all,Hunter,BeastMastery,DPS,5,2,2,132338,132338,139453,1.0,0.0,285.0
all,Hunter,BeastMastery,DPS,9,1,1,234111,234111,234111,5.0,0.0,518.0
all,Hunter,BeastMastery,DPS,10,16,16,150123,155349,195954,3.44,12.5,317.2
all,Hunter,BeastMastery,DPS,11,2,2,208018,208018,215088,2.5,0.0,315.0
all,Hunter,BeastMastery,DPS,12,84,84,164608,160166,223371,4.2,14.3,316.9
all,Hunter,BeastMastery,DPS,13,4,4,146197,145246,183012,3.75,0.0,319.5
all,Hunter,BeastMastery,DPS,14,5,5,223231,221574,260651,1.8,20.0,318.6
all,Hunter,BeastMastery,DPS,15,125,120,217378,210032,278041,2.54,15.2,329.8
all,Hunter,BeastMastery,DPS,16,25,25,255591,265281,322933,2.28,24.0,331.1
all,Hunter,BeastMastery,DPS,17,27,27,269783,260080,356209,2.59,18.5,332.0
all,Hunter,BeastMastery,DPS,18,14,14,284019,282949,332362,1.36,50.0,334.0
all,Hunter,BeastMastery,DPS,19,3,3,344940,344936,344950,1.0,0.0,334.0
all,Hunter,Marksmanship,DPS,10,9,9,164758,124225,245800,2.11,22.2,319.0
all,Hunter,Marksmanship,DPS,11,3,3,118918,149740,184026,3.0,33.3,321.0
all,Hunter,Marksmanship,DPS,12,70,70,173927,180538,223040,3.13,17.1,320.1
all,Hunter,Marksmanship,DPS,13,4,4,189004,199220,241362,3.0,25.0,321.0
all,Hunter,Marksmanship,DPS,14,26,26,197924,194917,230439,2.92,19.2,321.0
all,Hunter,Marksmanship,DPS,15,213,211,248033,241982,330361,2.4,21.6,333.7
all,Hunter,Marksmanship,DPS,16,114,113,283349,287938,350646,2.46,19.3,333.9
all,Hunter,Marksmanship,DPS,17,80,77,295924,293550,381137,1.8,16.2,333.4
all,Hunter,Marksmanship,DPS,18,188,188,301329,298910,382240,1.96,19.1,333.7
all,Hunter,Marksmanship,DPS,19,58,58,346889,344832,411261,1.6,32.8,334.0
all,Hunter,Marksmanship,DPS,20,70,66,362573,366900,434907,2.54,15.7,334.0
all,Hunter,Survival,DPS,5,1,1,105623,105623,105623,1.0,0.0,285.0
all,Hunter,Survival,DPS,9,1,1,130584,130584,130584,1.0,0.0,305.0
all,Hunter,Survival,DPS,10,5,5,126078,131217,158036,4.8,0.0,318.6
all,Hunter,Survival,DPS,12,72,71,171787,173920,221236,2.99,18.1,318.3
all,Hunter,Survival,DPS,14,4,4,210303,240873,240897,4.0,0.0,321.0
all,Hunter,Survival,DPS,15,94,94,224535,228764,271429,1.97,22.3,332.5
all,Hunter,Survival,DPS,16,10,10,234374,240191,269003,2.3,10.0,332.8
all,Hunter,Survival,DPS,17,19,19,261095,254140,335941,3.32,15.8,333.4
all,Hunter,Survival,DPS,18,20,20,259605,235246,322033,3.2,30.0,332.5
all,Hunter,Survival,DPS,19,13,13,306289,315044,339313,2.15,0.0,334.0
all,Hunter,Survival,DPS,20,20,20,287804,276096,368080,1.45,30.0,333.4
all,Mage,Arcane,DPS,2,1,1,95052,95052,95052,2.0,0.0,279.0
all,Mage,Arcane,DPS,9,1,1,150726,150726,150726,1.0,0.0,305.0
all,Mage,Arcane,DPS,10,53,53,151660,149537,188020,3.06,17.0,318.3
all,Mage,Arcane,DPS,11,20,19,175358,187703,211524,2.8,25.0,318.4
all,Mage,Arcane,DPS,12,297,287,177848,178069,224436,2.7,16.2,319.0
all,Mage,Arcane,DPS,13,17,15,161666,153660,209073,3.76,17.6,318.5
all,Mage,Arcane,DPS,14,37,36,198796,197979,234783,2.86,8.1,318.7
all,Mage,Arcane,DPS,15,643,622,233112,233136,291316,2.34,20.7,332.5
all,Mage,Arcane,DPS,16,170,161,253972,252426,313806,1.94,23.5,332.3
all,Mage,Arcane,DPS,17,256,252,261891,258698,328146,2.02,22.7,332.5
all,Mage,Arcane,DPS,18,351,349,292968,293510,372328,1.82,24.2,332.5
all,Mage,Arcane,DPS,19,191,182,321914,319252,385874,1.25,46.1,333.3
all,Mage,Arcane,DPS,20,85,83,331318,331325,392482,1.62,35.3,332.9
all,Mage,Arcane,DPS,21,3,3,414518,406087,426339,1.0,0.0,334.0
all,Mage,Fire,DPS,12,26,26,164275,166084,200828,2.58,30.8,318.9
all,Mage,Fire,DPS,14,2,2,209990,209990,247745,5.0,0.0,321.0
all,Mage,Fire,DPS,15,34,34,210655,213496,265620,1.88,38.2,332.9
all,Mage,Fire,DPS,16,27,27,261258,274019,299937,1.33,48.1,333.6
all,Mage,Fire,DPS,17,14,14,247182,248208,309015,1.79,42.9,334.0
all,Mage,Fire,DPS,18,17,17,295657,292149,353015,0.53,70.6,334.0
all,Mage,Fire,DPS,19,14,14,330848,325336,355000,1.43,50.0,334.0
all,Mage,Fire,DPS,20,3,3,323086,319047,345337,0.67,33.3,334.0
all,Mage,Frost,DPS,9,1,1,179676,179676,179676,1.0,0.0,305.0
all,Mage,Frost,DPS,10,13,12,150698,144300,174815,4.0,7.7,319.2
all,Mage,Frost,DPS,11,3,3,189839,191045,191059,4.67,0.0,315.0
all,Mage,Frost,DPS,12,50,50,170234,174068,200951,2.98,20.0,319.0
all,Mage,Frost,DPS,13,2,2,190458,190458,197702,1.5,50.0,321.0
all,Mage,Frost,DPS,14,1,1,231564,231564,231564,2.0,0.0,315.0
all,Mage,Frost,DPS,15,30,30,200422,204726,245499,2.97,16.7,332.0
all,Mage,Frost,DPS,16,5,5,276515,284006,293920,1.2,40.0,329.2
all,Mage,Frost,DPS,17,5,5,255234,255232,255239,3.0,0.0,334.0
all,Mage,Frost,DPS,18,7,7,282818,298852,311240,1.29,0.0,334.0
all,Mage,Frost,DPS,19,9,9,365321,362433,404119,0.78,55.6,334.0
all,Monk,Brewmaster,Tank,5,1,1,53108,53108,53108,1.0,0.0,285.0
all,Monk,Brewmaster,Tank,9,1,1,189163,189163,189163,2.0,0.0,516.0
all,Monk,Brewmaster,Tank,10,12,12,89601,92026,106945,2.58,33.3,316.5
all,Monk,Brewmaster,Tank,11,1,1,89235,89235,89235,5.0,0.0,315.0
all,Monk,Brewmaster,Tank,12,102,102,98337,96667,123868,1.85,30.4,317.5
all,Monk,Brewmaster,Tank,13,1,1,133423,133423,133423,2.0,0.0,315.0
all,Monk,Brewmaster,Tank,14,4,4,110264,106951,134389,0.75,50.0,321.0
all,Monk,Brewmaster,Tank,15,67,67,126270,131844,156925,0.69,59.7,330.9
all,Monk,Brewmaster,Tank,16,23,23,147916,157121,182515,1.13,39.1,331.9
all,Monk,Brewmaster,Tank,17,26,26,136504,133516,164692,1.42,30.8,331.7
all,Monk,Brewmaster,Tank,18,25,25,162024,162802,183553,0.92,56.0,333.3
all,Monk,Brewmaster,Tank,19,4,4,146373,138565,174011,1.0,50.0,332.5
all,Monk,Mistweaver,Healer,5,1,1,31504,31504,31504,0.0,100.0,285.0
all,Monk,Mistweaver,Healer,10,34,34,49699,47067,73603,1.0,44.1,319.1
all,Monk,Mistweaver,Healer,11,4,4,40070,39894,46960,4.25,0.0,319.5
all,Monk,Mistweaver,Healer,12,208,208,51496,51016,66218,2.04,29.3,318.3
all,Monk,Mistweaver,Healer,13,5,5,46805,42815,54387,0.6,40.0,317.4
all,Monk,Mistweaver,Healer,14,21,21,51158,47538,62565,2.86,9.5,319.6
all,Monk,Mistweaver,Healer,15,363,363,59810,57960,80115,1.66,33.1,332.1
all,Monk,Mistweaver,Healer,16,121,121,62649,61124,87020,1.65,33.9,332.5
all,Monk,Mistweaver,Healer,17,162,162,67578,66828,82808,1.6,30.2,331.5
all,Monk,Mistweaver,Healer,18,237,237,70340,69284,88772,1.66,32.9,332.1
all,Monk,Mistweaver,Healer,19,191,191,74367,71789,91285,1.21,30.4,333.2
all,Monk,Mistweaver,Healer,20,126,126,78322,79213,92949,1.23,45.2,333.5
all,Monk,Mistweaver,Healer,21,3,3,94970,92779,98041,3.0,0.0,334.0
all,Monk,Windwalker,DPS,10,3,3,186617,189943,196850,1.0,66.7,319.0
all,Monk,Windwalker,DPS,11,2,1,154630,154630,191326,6.5,0.0,321.0
all,Monk,Windwalker,DPS,12,43,43,158406,156520,217870,3.4,11.6,318.5
all,Monk,Windwalker,DPS,13,3,3,223684,249612,249614,0.67,33.3,321.0
all,Monk,Windwalker,DPS,14,8,8,178844,164234,216842,4.38,12.5,322.0
all,Monk,Windwalker,DPS,15,59,59,240144,244317,275825,1.88,15.3,332.6
all,Monk,Windwalker,DPS,16,14,14,268298,290670,332246,2.57,0.0,333.1
all,Monk,Windwalker,DPS,17,32,30,270335,277528,335639,2.75,9.4,333.4
all,Monk,Windwalker,DPS,18,63,63,307022,307889,370659,2.29,22.2,333.9
all,Monk,Windwalker,DPS,19,42,42,336048,361712,397517,1.83,11.9,334.0
all,Monk,Windwalker,DPS,20,3,3,374097,374319,374945,6.0,0.0,334.0
all,Paladin,Holy,Healer,2,1,1,14588,14588,14588,0.0,100.0,279.0
all,Paladin,Holy,Healer,5,1,1,14423,14423,14423,9.0,0.0,292.0
all,Paladin,Holy,Healer,10,25,25,23627,19525,41362,2.08,28.0,318.8
all,Paladin,Holy,Healer,11,2,2,20858,20858,30223,2.0,50.0,318.0
all,Paladin,Holy,Healer,12,136,136,24219,19836,41008,2.24,27.2,319.5
all,Paladin,Holy,Healer,13,4,4,18393,17405,25063,3.5,25.0,318.0
all,Paladin,Holy,Healer,14,12,12,24398,21368,36895,2.0,16.7,321.0
all,Paladin,Holy,Healer,15,226,226,35601,31040,57596,1.78,24.8,332.9
all,Paladin,Holy,Healer,16,77,77,38901,35490,61700,1.34,37.7,333.5
all,Paladin,Holy,Healer,17,111,111,37823,35002,56782,1.77,25.2,333.5
all,Paladin,Holy,Healer,18,169,169,46361,43780,65094,1.43,30.8,334.0
all,Paladin,Holy,Healer,19,96,96,42675,37602,64972,1.4,27.1,334.0
all,Paladin,Holy,Healer,20,32,32,59019,57887,77210,2.12,37.5,334.0
all,Paladin,Protection,Tank,2,1,1,62608,62608,62608,0.0,100.0,279.0
all,Paladin,Protection,Tank,5,1,1,55370,55370,55370,6.0,0.0,292.0
all,Paladin,Protection,Tank,9,1,1,60276,60276,60276,0.0,100.0,305.0
all,Paladin,Protection,Tank,10,47,47,91027,91271,122755,1.36,34.0,318.2
all,Paladin,Protection,Tank,11,13,13,115701,117396,148859,1.77,46.2,317.5
all,Paladin,Protection,Tank,12,347,347,108516,106721,144074,1.33,41.5,318.3
all,Paladin,Protection,Tank,13,14,14,107045,106844,146533,1.21,42.9,318.4
all,Paladin,Protection,Tank,14,41,41,124512,119814,166741,1.39,36.6,319.7
all,Paladin,Protection,Tank,15,669,669,145525,140971,192326,0.89,54.1,331.9
all,Paladin,Protection,Tank,16,202,202,164858,155524,218730,0.65,63.9,332.5
all,Paladin,Protection,Tank,17,268,268,161722,158640,202451,0.74,57.8,332.5
all,Paladin,Protection,Tank,18,451,451,176407,173147,228690,0.93,54.8,333.0
all,Paladin,Protection,Tank,19,237,237,206823,204568,268867,0.65,61.2,333.4
all,Paladin,Protection,Tank,20,158,158,204214,193439,274544,0.89,58.9,333.5
all,Paladin,Protection,Tank,21,3,3,237170,231993,244427,0.33,66.7,334.0
all,Paladin,Retribution,DPS,5,1,1,109362,109362,109362,2.0,0.0,285.0
all,Paladin,Retribution,DPS,9,2,1,231781,231781,262836,5.0,0.0,516.5
all,Paladin,Retribution,DPS,10,23,23,149689,142414,215423,2.91,4.3,318.4
all,Paladin,Retribution,DPS,11,3,3,158791,162935,197405,5.33,33.3,319.0
all,Paladin,Retribution,DPS,12,143,141,171132,168123,227074,2.72,20.3,318.6
all,Paladin,Retribution,DPS,13,2,2,215614,215614,225315,6.5,0.0,318.0
all,Paladin,Retribution,DPS,14,13,13,194243,167377,258796,3.62,0.0,316.8
all,Paladin,Retribution,DPS,15,201,201,224820,221560,288552,2.0,18.9,331.3
all,Paladin,Retribution,DPS,16,59,59,236284,225098,312493,2.59,23.7,331.4
all,Paladin,Retribution,DPS,17,45,45,253797,247771,320227,2.64,20.0,332.4
all,Paladin,Retribution,DPS,18,53,52,277976,261832,354724,2.23,15.1,333.5
all,Paladin,Retribution,DPS,19,26,26,284313,300016,337028,2.12,7.7,332.2
all,Paladin,Retribution,DPS,20,16,16,271042,260055,335363,0.94,62.5,331.8
all,Paladin,Retribution,DPS,21,2,2,354855,354855,354862,3.0,0.0,334.0
all,Priest,Discipline,Healer,9,1,1,27539,27539,27539,1.0,0.0,305.0
all,Priest,Discipline,Healer,10,27,27,27511,26258,46448,3.41,11.1,318.8
all,Priest,Discipline,Healer,11,10,10,45664,30056,113790,1.6,50.0,319.2
all,Priest,Discipline,Healer,12,166,166,31227,26937,50426,2.75,25.3,318.9
all,Priest,Discipline,Healer,13,12,12,27099,30735,32526,4.17,0.0,320.0
all,Priest,Discipline,Healer,14,18,18,31946,29647,45112,2.89,11.1,319.0
all,Priest,Discipline,Healer,15,207,207,43041,35897,74124,2.16,19.8,332.0
all,Priest,Discipline,Healer,16,72,72,45369,37047,69380,1.65,34.7,331.8
all,Priest,Discipline,Healer,17,69,69,51975,49555,83072,1.88,23.2,332.9
all,Priest,Discipline,Healer,18,91,91,46721,35750,83868,1.92,31.9,333.0
all,Priest,Discipline,Healer,19,31,31,44848,36485,89686,2.39,16.1,333.2
all,Priest,Discipline,Healer,20,10,10,31521,30220,38553,3.4,0.0,332.8
all,Priest,Holy,Healer,10,5,5,14625,16244,20808,3.2,40.0,317.4
all,Priest,Holy,Healer,12,30,30,15506,13346,29410,1.3,50.0,319.2
all,Priest,Holy,Healer,13,1,1,24478,24478,24478,4.0,0.0,321.0
all,Priest,Holy,Healer,14,8,8,22342,22962,26170,1.5,37.5,321.0
all,Priest,Holy,Healer,15,57,57,24336,22736,37347,1.33,40.4,332.9
all,Priest,Holy,Healer,16,9,9,22208,21260,42653,2.0,22.2,333.3
all,Priest,Holy,Healer,17,8,8,26506,24000,38381,0.88,50.0,334.0
all,Priest,Holy,Healer,18,12,12,34706,37920,46046,1.25,33.3,334.0
all,Priest,Holy,Healer,19,5,5,44117,45107,45107,0.0,100.0,334.0
all,Priest,Shadow,DPS,8,1,1,224730,224730,224730,1.0,0.0,499.0
all,Priest,Shadow,DPS,10,13,13,171281,179060,206968,3.46,7.7,317.3
all,Priest,Shadow,DPS,11,5,5,159406,170060,172866,3.4,0.0,317.4
all,Priest,Shadow,DPS,12,75,75,170717,172183,213270,3.16,10.7,318.6
all,Priest,Shadow,DPS,13,3,3,182014,176393,189884,3.67,0.0,315.7
all,Priest,Shadow,DPS,14,9,9,209163,211693,231203,2.0,11.1,321.0
all,Priest,Shadow,DPS,15,131,130,230735,228523,278597,2.49,17.6,332.1
all,Priest,Shadow,DPS,16,42,42,246021,248980,308376,3.57,19.0,332.7
